# Wo,Ar,sample_sigma,prediction,abs_error,rel_error,mse
2.898114163816785993e+00,5.687845640790419210e+00,1.365285236094297083e+00,2.472818613052368164e+00,-1.107533250298200933e+00,7.995606951405165308e-01,1.376448270515580274e+00,5.546414563498657913e+00,1.000000000000000000e+01,9.000000000000000222e-01
4.462708499988965016e+00,1.742130553129543813e+01,3.369194963295318423e+00,2.718732118606567383e+00,6.504628849218866415e-01,2.157931243339274441e-01,5.754177989487123668e-01,5.133779525881283945e+00,1.000000000000000000e+02,9.000000000000000222e-01
3.224936717952386900e+00,1.327033617621430928e+01,1.471653475742186856e+00,2.524765491485595703e+00,-1.053112009782944281e+00,7.311889082597069489e-01,1.340264057470730519e+00,2.348373302306292842e+01,1.000000000000000000e+00,9.000000000000000222e-01
3.230804486583650270e+00,1.781056940712787906e+01,5.304369227388606944e+00,2.992051362991333008e+00,2.312317831614719488e+00,4.376486769627874196e-01,5.644172656288747092e+00,1.669975347170677304e+00,1.000000000000000000e+03,9.000000000000000222e-01
4.061166064413724186e+00,1.504834656641621393e+01,2.928614635471117111e+00,2.846622467041015625e+00,8.199216843010162514e-02,6.906296475301497428e-02,1.378134812853034907e-01,3.057543193935970294e+00,1.000000000000000000e+03,8.000000000000000444e-01
2.704090404035143003e+00,1.606890735071507947e+01,1.726299261231924120e+00,2.558126926422119141e+00,-8.318274059099902695e-01,4.992439995906042816e-01,9.209489198635054663e-01,3.712917378250845957e+01,1.000000000000000000e+00,9.000000000000000222e-01
3.123210050415415218e+00,7.531812946790641838e+00,9.563279738790759765e-01,2.618799209594726562e+00,-1.662471331083082093e+00,2.413515538395553328e+00,2.784689800433487239e+00,5.904324527144081181e+00,1.000000000000000000e+03,8.000000000000000444e-01
3.599424450601987679e+00,1.223201161595570774e+01,1.225753689121547030e+00,2.713298082351684570e+00,-1.487544500518498181e+00,1.688805573468843191e+00,2.293502670421594392e+00,2.093881042125359926e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.594270903831024100e+00,1.008322232479236646e+01,4.228606808162149733e+00,2.742649793624877930e+00,1.485956844664034548e+00,3.450006551899937324e-01,2.565653796836667055e+00,1.993689967073563452e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.029589936942422845e+00,8.253512674582520248e+00,3.000439948820386782e+00,2.540447235107421875e+00,4.599927092426160380e-01,2.101986257551041459e-01,4.957482823529712479e-01,9.186755095640467772e+00,1.000000000000000000e+00,9.000000000000000222e-01
