# Wo,Ar,sample_sigma,prediction,abs_error,rel_error,mse
2.497333818200731415e+00,1.056221873385767118e+01,1.564787936579225436e+00,2.692913055419921875e+00,-1.128125154603483171e+00,1.051611274533803986e+00,1.547681549580439242e+00,1.065890517056931586e+01,1.000000000000000000e+02,8.000000000000000444e-01
3.239469734449685223e+00,1.191630488537004595e+01,8.315714453574187814e-01,2.692913055419921875e+00,-1.861341645825290048e+00,-1.565928173104502941e+00,3.749721730209830461e+00,2.552224732286710207e+01,1.000000000000000000e+00,9.000000000000000222e-01
3.840154790515081018e+00,1.671427123209739207e+01,-2.210974463950879376e-01,2.692913055419921875e+00,-2.914010537577796711e+00,8.503332899475969597e+00,1.013795312679927463e+01,4.383583310770440278e+01,1.000000000000000000e+03,9.000000000000000222e-01
4.673474249736359276e+00,1.619265878907011924e+01,-1.444368040978651346e-01,2.692913055419921875e+00,-2.837349895280573797e+00,-2.172441838742333875e+00,9.002221140492387974e+00,3.453840595150174408e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.217889937123087574e+00,1.673060376939969984e+01,3.357176987682754632e+00,2.692913055419921875e+00,6.642638965000460249e-01,2.382635168467623354e-01,7.026112053380262346e-01,6.705722500134189801e+00,1.000000000000000000e+00,8.000000000000000444e-01
2.357463957648516129e+00,1.600495175458575758e+01,2.213208726729663400e+00,2.692913055419921875e+00,-4.797043644530455397e-01,1.007773536436355144e+00,1.650237789198176985e+00,4.370084852753927862e+01,1.000000000000000000e+03,9.000000000000000222e-01
3.154047002153748558e+00,1.691445758886714401e+01,5.838945120264559252e-01,2.692913055419921875e+00,-2.109018579156253015e+00,-1.055975794396566414e+00,4.894346251976636530e+00,4.382111483257898499e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.355353938799138902e+00,1.189318622224863731e+01,1.695833151826593665e+00,2.692913055419921875e+00,-9.970799393561151636e-01,7.023366213117874235e-01,1.018153576580644204e+00,1.782654430700170423e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.775476900737666952e+00,9.394262546582073270e+00,1.441752302563294785e+00,2.692913055419921875e+00,-1.251160788619413822e+00,2.937188882361728481e+00,2.753976085075451774e+00,1.534220015261821857e+01,1.000000000000000000e+03,8.000000000000000444e-01
4.497060008671340370e+00,1.562341661429624828e+01,3.016426803639547849e+00,2.692913055419921875e+00,3.235137124568390199e-01,1.453266989814600563e-01,2.630643212878373549e-01,4.386453341645336401e+00,1.000000000000000000e+02,9.000000000000000222e-01
4.775444880523698643e+00,1.246311926791674374e+01,2.337202004911463682e+00,2.692913055419921875e+00,-3.557110862712452581e-01,1.687928475319948052e-01,3.593003652606289178e-01,2.574820829859730154e+00,1.000000000000000000e+02,9.000000000000000222e-01
3.659552517707899799e+00,7.083203758658290994e+00,1.676455300090416767e+00,2.692913055419921875e+00,-1.016457791092291618e+00,5.962793079220600756e-01,1.265625756081958153e+00,2.401347831664375043e+00,1.000000000000000000e+03,9.000000000000000222e-01
3.581592174108324755e+00,8.951744592409387025e+00,-7.855811886571795188e-02,2.692913055419921875e+00,-2.771471210048427114e+00,1.038723686960468484e+01,8.029011579353454664e+00,2.397179040379334225e+01,1.000000000000000000e+01,9.000000000000000222e-01
2.141969886681656110e+00,1.571576635374982267e+01,2.726292561233319311e+00,2.692913055419921875e+00,3.337947005061048938e-02,1.436026386215630279e-01,6.247137157894818715e-01,4.316154885808641950e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.980429298022642115e+00,1.411826990594420295e+01,4.832082785310081618e+00,2.692913055419921875e+00,2.139169694127372789e+00,4.402252840500572306e-01,4.967065087647137389e+00,2.200678692823204585e+01,1.000000000000000000e+03,9.000000000000000222e-01
4.508028759758719417e+00,1.320535623913900913e+01,4.233566989954507531e-01,2.692913055419921875e+00,-2.269556392187257909e+00,3.572934930393917963e+00,5.460711208186801890e+00,1.024081381596919904e+01,1.000000000000000000e+03,8.000000000000000444e-01
