4.018211559665168409e+00,1.391483107616942227e+01,3.462941378161016104e+00,4.359887123107910156e+00,-8.969457149505615234e-01,-2.590126693248748779e-01
4.100161701709379436e+00,1.582987340189580117e+01,3.860792464671880087e+00,4.116484642028808594e+00,-2.556922435760498047e-01,-6.622792035341262817e-02
4.668572773370373241e+00,1.657964323285687414e+01,3.551330146855046443e+00,3.989984035491943359e+00,-4.386539459228515625e-01,-1.235182136297225952e-01
3.601581145070290813e+00,1.376435514287008743e+01,3.821753443403662409e+00,4.403633117675781250e+00,-5.818796157836914062e-01,-1.522546112537384033e-01
1.950662829961197442e+00,1.260821451617781186e+01,6.463553989198949523e+00,5.110938072204589844e+00,1.352615833282470703e+00,2.092681229114532471e-01
1.619254892062461204e+00,7.072394968429426498e+00,4.367684793233045148e+00,4.682643890380859375e+00,-3.149590492248535156e-01,-7.211121171712875366e-02
1.817409572086955194e+00,6.062958324802375287e+00,3.336044014470663566e+00,3.047179937362670898e+00,2.888641357421875000e-01,8.658882230520248413e-02
3.293111409373048026e+00,5.256760585660156693e+00,1.596289931369481163e+00,3.124586820602416992e+00,-1.528296947479248047e+00,-9.574056267738342285e-01
3.713094538408589163e+00,1.432087636211760007e+01,3.856857457837700842e+00,4.313699722290039062e+00,-4.568421840667724609e-01,-1.184493303298950195e-01
3.166363319321442216e+00,1.384632377341128517e+01,4.372942198047753415e+00,4.183428764343261719e+00,1.895132064819335938e-01,4.333769157528877258e-02
