# Wo,Ar,sample_sigma,prediction,abs_error,rel_error
4.598780453797322032e+00,2.257042367368208513e+00,4.907915022350144429e-01,1.349528312683105469e+00,-8.587368130683898926e-01,-1.749697804450988770e+00
2.603192089603040271e-01,3.432273594683278972e+00,1.318486487567141019e+01,1.004068756103515625e+01,3.144177436828613281e+00,2.384686917066574097e-01
5.806577146336537876e-01,2.709062896641039941e+00,4.665507455369348300e+00,5.248546123504638672e+00,-5.830388069152832031e-01,-1.249679327011108398e-01
3.458950371999671147e-01,3.886994517090039736e+00,1.123749721463309115e+01,1.217139244079589844e+01,-9.338951110839843750e-01,-8.310525864362716675e-02
6.761331763463830358e-01,6.316749480004038020e+00,9.342463439137569381e+00,2.076504707336425781e+01,-1.142258358001708984e+01,-1.222652196884155273e+00
2.727847952097736783e+00,1.305701021139801732e+01,4.786560849682649277e+00,6.662701129913330078e+00,-1.876140117645263672e+00,-3.919599354267120361e-01
2.845089956308666679e+00,7.339695427225600532e+00,2.579776224983906907e+00,5.308704853057861328e+00,-2.728928565979003906e+00,-1.057816028594970703e+00
4.792289424835258771e+00,1.078408430159211839e+01,2.250299041978842229e+00,3.921934127807617188e+00,-1.671635150909423828e+00,-7.428502440452575684e-01
1.950050176617473596e+00,1.228272448672109540e+01,6.298670995238962789e+00,8.133454322814941406e+00,-1.834783554077148438e+00,-2.912969589233398438e-01
3.646597003827656280e-01,5.510087374406005267e+00,1.511021746746989969e+01,1.578325748443603516e+01,-6.730403900146484375e-01,-4.454207420349121094e-02
7.712874113865849646e-01,3.385188395741574929e+00,4.389010303767099330e+00,9.265089035034179688e+00,-4.876078605651855469e+00,-1.110974431037902832e+00
8.282834661644140617e-01,1.522375856374774550e+01,1.837988947702335452e+01,1.504953956604003906e+01,3.330348968505859375e+00,1.811952739953994751e-01
3.353818348055953802e+00,1.131684220205987401e+01,3.374315788038937836e+00,4.698611259460449219e+00,-1.324295520782470703e+00,-3.924634158611297607e-01
3.381491247269221567e+00,1.374941834738361379e+01,4.066081306135919782e+00,5.737458229064941406e+00,-1.671376705169677734e+00,-4.110534191131591797e-01
7.180978900287834366e-01,4.486711959008125028e+00,6.248050608849839094e+00,1.066677284240722656e+01,-4.418722152709960938e+00,-7.072161436080932617e-01
1.406952282132230669e+00,1.550513267793202754e+00,1.102036854756300643e+00,1.326308250427246094e+00,-2.242714166641235352e-01,-2.035062760114669800e-01
3.667979632121347588e+00,1.783633465107306648e+01,4.862713657097808451e+00,3.310288429260253906e+00,1.552425384521484375e+00,3.192508220672607422e-01
1.781419118444458327e+00,1.396020515994069200e+01,7.836564127666258983e+00,8.404957771301269531e+00,-5.683937072753906250e-01,-7.253098487854003906e-02
3.827484100596054706e+00,1.912272891998763669e+01,4.996161556101474943e+00,3.486976146697998047e+00,1.509185314178466797e+00,3.020689487457275391e-01
2.547416076738630242e+00,7.441396375174995192e+00,2.921154672424757681e+00,4.206112384796142578e+00,-1.284957647323608398e+00,-4.398800432682037354e-01
4.321825199423744657e+00,1.357353335394287264e+01,3.140694666631291820e+00,4.227705001831054688e+00,-1.087010383605957031e+00,-3.461050987243652344e-01
2.000664854100402401e+00,6.649731574003816981e+00,3.323760878977334965e+00,5.053570270538330078e+00,-1.729809284210205078e+00,-5.204373002052307129e-01
4.061466791719666958e+00,1.025171634916327257e+01,2.524141369335828333e+00,3.957558631896972656e+00,-1.433417320251464844e+00,-5.678831338882446289e-01
6.138919679161650711e-01,4.225574254503281502e+00,6.883253854659224125e+00,1.298787975311279297e+01,-6.104625701904296875e+00,-8.868807554244995117e-01
4.946579418128616012e-01,9.318583404159131334e+00,1.883843888163940150e+01,3.958826828002929688e+01,-2.074983024597167969e+01,-1.101462364196777344e+00
3.132373457015831253e+00,1.918956035076334032e+01,6.126204494480990803e+00,3.490550279617309570e+00,2.635654211044311523e+00,4.302262961864471436e-01
1.593652633659532025e+00,1.593781191358034555e+01,1.000080668582216425e+01,1.546903610229492188e+01,-5.468229293823242188e+00,-5.467787981033325195e-01
1.030547106678766589e+00,5.192860946727455129e+00,5.038936030263514887e+00,1.342718029022216797e+01,-8.388244628906250000e+00,-1.664685606956481934e+00
3.126075192944169245e+00,3.268528708148804807e+00,1.045569446162448513e+00,-2.802586555480957031e+00,3.848155975341796875e+00,3.680440425872802734e+00
3.387898325736280469e+00,1.856703700955241843e+01,5.480399712266249779e+00,3.379701137542724609e+00,2.100698471069335938e+00,3.833111822605133057e-01
5.470688542361842543e+00,2.317984450711046307e+00,4.237098187480274336e-01,1.104296922683715820e+00,-6.805871129035949707e-01,-1.606257677078247070e+00
3.573521707783268830e+00,1.132960142398587600e+01,3.170430278710652416e+00,4.388664245605468750e+00,-1.218234062194824219e+00,-3.842488229274749756e-01
2.283582293261868790e-01,6.530955794727865360e+00,2.859960779166424771e+01,2.676048660278320312e+01,1.839120864868164062e+00,6.430580466985702515e-02
1.641111147321253627e-01,4.457628876211408908e+00,2.716226066398665395e+01,1.579394817352294922e+01,1.136831188201904297e+01,4.185333549976348877e-01
4.067034263778609215e+00,1.884154817216727285e+00,4.632748816495567690e-01,6.499376296997070312e-01,-1.866627335548400879e-01,-4.029200375080108643e-01
2.508433467834124020e+00,1.297425705522399930e+01,5.172254804280880691e+00,7.116851329803466797e+00,-1.944596290588378906e+00,-3.759668171405792236e-01
3.813927299773912871e+00,9.802602702506836962e+00,2.570212259443940717e+00,3.442307949066162109e+00,-8.720955848693847656e-01,-3.393087685108184814e-01
8.412170265350547016e-01,4.325185010259511742e+00,5.141580440988940737e+00,1.296518421173095703e+01,-7.823603630065917969e+00,-1.521633982658386230e+00
1.247135594512183143e+00,5.394283484009789298e+00,4.325338405660501984e+00,8.455697059631347656e+00,-4.130358695983886719e+00,-9.549215435981750488e-01
3.048978680348981563e-01,9.278274997974083504e+00,3.043076377599369309e+01,4.115544509887695312e+01,-1.072468185424804688e+01,-3.524289429187774658e-01
5.860952491234292516e-01,6.911083152476036773e+00,1.179174061351347014e+01,2.933126640319824219e+01,-1.753952598571777344e+01,-1.487441658973693848e+00
3.884456219915661812e+00,4.140271409783297329e+00,1.065856113541984618e+00,2.987419843673706055e+00,-1.921563744544982910e+00,-1.802835941314697266e+00
2.080401791540054113e+00,7.876481603622130123e+00,3.786038656403687863e+00,7.014925956726074219e+00,-3.228887319564819336e+00,-8.528405427932739258e-01
6.234238748915791328e-01,3.206251742808606142e+00,5.142972337025449647e+00,7.656394004821777344e+00,-2.513421535491943359e+00,-4.887098968029022217e-01
4.373768928390061816e+00,1.269125860318314913e+01,2.901675605403934100e+00,4.285598754882812500e+00,-1.383923053741455078e+00,-4.769392609596252441e-01
4.883978052057504904e-01,9.426675701247372530e+00,1.930122453616706224e+01,1.433276557922363281e+01,4.968458175659179688e+00,2.574167549610137939e-01
1.480514819001393922e+00,2.311187194796023192e+00,1.561069950218341607e+00,2.707214832305908203e+00,-1.146144866943359375e+00,-7.342046499252319336e-01
4.831241245155021957e+00,9.858166414672101752e+00,2.040503861105735339e+00,3.611383438110351562e+00,-1.570879459381103516e+00,-7.698487639427185059e-01
4.295411204094440549e+00,1.632843134856100775e+01,3.801366288982190866e+00,4.954191207885742188e+00,-1.152824878692626953e+00,-3.032659292221069336e-01
4.193326967812204487e+00,6.783667983775880650e+00,1.617729319904462670e+00,8.894236087799072266e-01,7.283056974411010742e-01,4.502024650573730469e-01
1.154555581541960807e+00,8.708695080576031700e+00,7.542898081134544519e+00,2.768438529968261719e+01,-2.014148712158203125e+01,-2.670258283615112305e+00
1.633341892389982730e+00,2.588565629612065599e+00,1.584827794886442875e+00,1.835543274879455566e+00,-2.507154941558837891e-01,-1.581973135471343994e-01
1.224283042940621957e+00,1.175230122903148811e+01,9.599333501184073469e+00,9.092527389526367188e+00,5.068063735961914062e-01,5.279599502682685852e-02
7.249635187160988758e-01,5.878906702132809414e+00,8.109244879720677091e+00,1.644662094116210938e+01,-8.337375640869140625e+00,-1.028132081031799316e+00
6.419826238461372458e-01,5.514378865769646865e+00,8.589607663729022846e+00,1.441847991943359375e+01,-5.828872680664062500e+00,-6.785959601402282715e-01
8.516984594303174116e-01,7.126747549882928467e+00,8.367688670764833248e+00,8.522016525268554688e+00,-1.543273925781250000e-01,-1.844325102865695953e-02
4.580980411633426286e+00,7.511692019062193637e+00,1.639756415457750194e+00,2.982183933258056641e+00,-1.342427492141723633e+00,-8.186749219894409180e-01
3.511748796945452167e+00,2.287924281230487189e+00,6.515056780885187804e-01,-6.272166967391967773e-01,1.278722286224365234e+00,1.962718605995178223e+00
1.473861082548748591e+00,3.988431613859209524e+00,2.706110949725338166e+00,9.072845458984375000e+00,-6.366734504699707031e+00,-2.352724790573120117e+00
3.127885060364898440e+00,1.389433481335980503e+01,4.442086120561890894e+00,5.966042041778564453e+00,-1.523955821990966797e+00,-3.430720865726470947e-01
3.448090152953413590e+00,1.692629545730561347e+01,4.908890054051409102e+00,4.432446956634521484e+00,4.764432907104492188e-01,9.705723077058792114e-02
4.211820875642878548e+00,1.359042285145707574e+01,3.226733342353425460e+00,4.463547229766845703e+00,-1.236813783645629883e+00,-3.833021223545074463e-01
1.565593784344654793e+00,1.132231897874717141e+01,7.231964697334695380e+00,7.620033740997314453e+00,-3.880691528320312500e-01,-5.366026610136032104e-02
3.090616723065554794e+00,1.508477577767250821e+01,4.880830309722148819e+00,6.465395927429199219e+00,-1.584565639495849609e+00,-3.246508240699768066e-01
2.356467624253101079e+00,1.627731598884353303e+01,6.907506736487729171e+00,5.414315223693847656e+00,1.493191719055175781e+00,2.161694169044494629e-01
2.052599095877349900e+00,5.281844670092787020e+00,2.573247099592602005e+00,5.131598472595214844e+00,-2.558351278305053711e+00,-9.942112565040588379e-01
1.581702319457815697e+00,9.287514158897518968e+00,5.871847088193651309e+00,1.098393535614013672e+01,-5.112088203430175781e+00,-8.706098794937133789e-01
6.012984351507481007e-01,5.996316640872986881e+00,9.972280468964941136e+00,1.852867889404296875e+01,-8.556398391723632812e+00,-8.580182194709777832e-01
3.001846852378007302e+00,6.393109511325859806e+00,2.129725407630758571e+00,2.717328310012817383e+00,-5.876028537750244141e-01,-2.759054601192474365e-01
9.647410607675935834e-01,7.925066328849402986e+00,8.214708227038505228e+00,2.149989509582519531e+01,-1.328518676757812500e+01,-1.617243885993957520e+00
1.176589600890256548e+00,9.268335368242084371e+00,7.877288190571525739e+00,2.559561729431152344e+01,-1.771832847595214844e+01,-2.249292850494384766e+00
2.872995446255790952e+00,1.300668516157168497e+01,4.527220945832875820e+00,6.368932723999023438e+00,-1.841711997985839844e+00,-4.068085253238677979e-01
2.292857176731976754e+00,1.970451970401265029e+01,8.593871395032822491e+00,7.237155914306640625e+00,1.356715202331542969e+00,1.578700840473175049e-01
1.364049443497420189e+00,9.501992178362451469e+00,6.966017415028127324e+00,1.200032711029052734e+01,-5.034309864044189453e+00,-7.226955890655517578e-01
3.840414620569099657e+00,6.359194584701510777e+00,1.655861466270316829e+00,1.499927163124084473e+00,1.559343338012695312e-01,9.417112171649932861e-02
5.694848582178553276e-01,2.837870489836472387e+00,4.983223783538860197e+00,5.533215045928955078e+00,-5.499911308288574219e-01,-1.103685349225997925e-01
3.589851379855810709e+00,6.796009191032093000e+00,1.893117143837041771e+00,1.736019611358642578e+00,1.570975780487060547e-01,8.298354595899581909e-02
3.519945111686832551e+00,1.337599850810256008e+01,3.800058831511863744e+00,5.444397926330566406e+00,-1.644339084625244141e+00,-4.327141046524047852e-01
4.412638012668453236e+00,1.178434843753098349e+01,2.670590337049796315e+00,3.195448875427246094e+00,-5.248584747314453125e-01,-1.965327560901641846e-01
1.591968572005997951e+00,1.217123047467539854e+00,7.645396202350119852e-01,-3.139066696166992188e-02,7.959302663803100586e-01,1.041058301925659180e+00
9.380812461474247188e-01,1.484457195188715239e+01,1.582439901964978013e+01,9.891353607177734375e+00,5.933045387268066406e+00,3.749302327632904053e-01
1.383938703415438787e-01,8.185536603954158608e+00,5.914667017948826810e+01,3.546632003784179688e+01,2.368035125732421875e+01,4.003666043281555176e-01
4.960320361842282644e+00,5.894660997536316671e+00,1.188362961973491672e+00,-5.160890817642211914e-01,1.704452037811279297e+00,1.434285759925842285e+00
1.671893863231322941e+00,7.099441124690070382e+00,4.246346781229732414e+00,7.301901340484619141e+00,-3.055554389953613281e+00,-7.195724844932556152e-01
4.631420288121308459e+00,3.318389846790461561e+00,7.164950793391574591e-01,3.554237365722656250e+00,-2.837742328643798828e+00,-3.960588693618774414e+00
5.917617036926985374e-01,7.586953273844032175e+00,1.282096023872462531e+01,2.345286178588867188e+01,-1.063190174102783203e+01,-8.292593955993652344e-01
3.732665427525763135e-01,9.917826951253205792e+00,2.657036143158253694e+01,3.450012969970703125e+01,-7.929767608642578125e+00,-2.984440922737121582e-01
3.318332238486976227e+00,1.595293327201575018e+01,4.807515379861310834e+00,6.367483615875244141e+00,-1.559968471527099609e+00,-3.244853913784027100e-01
3.862034074887501500e+00,4.402978297890015824e+00,1.140067180276826520e+00,6.919659137725830078e+00,-5.779592037200927734e+00,-5.069518566131591797e+00
4.255114040213484827e+00,7.876721821668995815e+00,1.851118853038733469e+00,3.966822147369384766e+00,-2.115703344345092773e+00,-1.142932176589965820e+00
4.502158872123041888e+00,9.156747214996912021e+00,2.033856972861322276e+00,2.992969512939453125e+00,-9.591126441955566406e-01,-4.715733230113983154e-01
9.354817560827691780e-01,1.202171694941039171e+01,1.285082992932973589e+01,1.035799884796142578e+01,2.492831230163574219e+00,1.939821243286132812e-01
2.854250735546751905e+00,2.646664400515112980e+00,9.272711635153960685e-01,1.107431888580322266e+00,-1.801607012748718262e-01,-1.942912787199020386e-01
2.828027290290950457e+00,1.985133074741079895e+01,7.019497589561265904e+00,6.262658596038818359e+00,7.568387985229492188e-01,1.078195124864578247e-01
8.014708010020239470e-01,1.746087171905161828e+00,2.178603599435124938e+00,4.331877231597900391e+00,-2.153273582458496094e+00,-9.883732795715332031e-01
4.781255115533863176e+00,3.180990414139913458e+00,6.653044728370935967e-01,3.936400890350341797e+00,-3.271096467971801758e+00,-4.916690826416015625e+00
2.959588615215703600e-01,3.387437159889898908e+00,1.144563518887239795e+01,9.521862030029296875e+00,1.923772811889648438e+00,1.680791676044464111e-01
5.092253784927170956e-01,8.855118491395490565e+00,1.738938958149772418e+01,1.323324012756347656e+01,4.156148910522460938e+00,2.390048801898956299e-01
5.000879465861242323e+00,2.622558785440254336e+00,5.244195152759200118e-01,1.183015465736389160e+00,-6.585959792137145996e-01,-1.255857229232788086e+00
6.172634447707672223e-01,7.194801247533034960e+00,1.165596522600647944e+01,9.073621749877929688e+00,2.582343101501464844e+00,2.215469181537628174e-01
2.105334945095733157e-01,8.739050038079444249e+00,4.150907226632322988e+01,3.695988845825195312e+01,4.549182891845703125e+00,1.095949113368988037e-01
4.791342330111588943e+00,1.158856093310864566e+01,2.418645994104694275e+00,3.360984325408935547e+00,-9.423382282257080078e-01,-3.896139264106750488e-01
7.796313142304698296e-01,1.510569634286189533e+01,1.937543562853408474e+01,2.992148399353027344e+01,-1.054604911804199219e+01,-5.443000197410583496e-01
1.684938265310724992e+00,3.165024197908594239e+00,1.878421460934013520e+00,5.327854633331298828e+00,-3.449433326721191406e+00,-1.836346864700317383e+00
2.678099961110211424e+00,1.556801359428259879e+01,5.813081595292226567e+00,6.843877315521240234e+00,-1.030795574188232422e+00,-1.773234307765960693e-01
4.823725705341631809e+00,3.264937929004454453e+00,6.768498311147693736e-01,2.160609245300292969e+00,-1.483759403228759766e+00,-2.192154407501220703e+00
6.495331056360011068e+00,1.157617490460154386e+00,1.782230159503038480e-01,-4.368995428085327148e-01,6.151225566864013672e-01,3.451420545578002930e+00
1.516061327871317310e+00,1.295955923589010617e+01,8.548176117707891208e+00,1.017671871185302734e+01,-1.628542900085449219e+00,-1.905135065317153931e-01
2.005351697738831263e+00,3.589558429827675035e+00,1.789989473604626236e+00,7.583927154541015625e+00,-5.793937683105468750e+00,-3.236855745315551758e+00
5.073677768734298210e-01,8.239571081963122268e+00,1.623983914141752649e+01,1.195791721343994141e+01,4.281922340393066406e+00,2.636677622795104980e-01
1.820021173178814511e+00,1.194797823259713176e+01,6.564746832988222813e+00,8.183814048767089844e+00,-1.619067192077636719e+00,-2.466305643320083618e-01
2.594113790484848803e+00,1.676322432825410402e+01,6.462023520225377737e+00,7.434283733367919922e+00,-9.722599983215332031e-01,-1.504575163125991821e-01
4.930294419754374324e+00,5.075732677115828650e+00,1.029498899047229576e+00,2.086988687515258789e+00,-1.057489752769470215e+00,-1.027188777923583984e+00
2.687147257795178268e-01,6.057397939245137586e+00,2.254211384088890924e+01,2.334819793701171875e+01,-8.060836791992187500e-01,-3.575900942087173462e-02
5.480275906295999366e-01,7.813019252559281647e+00,1.425661661228281929e+01,1.090978431701660156e+01,3.346832275390625000e+00,2.347564250230789185e-01
2.631150514180778277e+00,1.505011059286225006e+01,5.719973263311458389e+00,4.388010501861572266e+00,1.331962585449218750e+00,2.328616827726364136e-01
2.704695995183703072e+00,1.363369738280014687e+01,5.040750386393849425e+00,6.952733516693115234e+00,-1.911983013153076172e+00,-3.793052136898040771e-01
9.172921748562549160e-01,1.149132550760086069e+01,1.252744307930198886e+01,1.032016944885253906e+01,2.207273483276367188e+00,1.761950552463531494e-01
4.753427083684902854e+00,1.946393386679658732e+01,4.094715985778402789e+00,5.282544136047363281e+00,-1.187828063964843750e+00,-2.900880277156829834e-01
2.579017934006462731e+00,2.688196756953367128e+00,1.042333487296576156e+00,2.959917306900024414e+00,-1.917583823204040527e+00,-1.839702844619750977e+00
4.819013052631215821e+00,9.157759982947895949e+00,1.900339319053658382e+00,3.726422071456909180e+00,-1.826082706451416016e+00,-9.609245061874389648e-01
8.957377519746940742e-01,2.791289411218775385e+00,3.116190430809968159e+00,5.397037982940673828e+00,-2.280847549438476562e+00,-7.319346070289611816e-01
3.752383688845427834e+00,1.290301405501262266e+01,3.438617989244791673e+00,3.278752326965332031e+00,1.598656177520751953e-01,4.649124294519424438e-02
1.093260521698401710e+00,1.716154544965972306e+01,1.569758086846392509e+01,6.226297855377197266e+00,9.471282958984375000e+00,6.033594012260437012e-01
3.432648990634278530e+00,4.960765816274961715e+00,1.445171303506426863e+00,1.605803966522216797e+00,-1.606326103210449219e-01,-1.111512556672096252e-01
2.728255144849974112e+00,3.638609853753950851e+00,1.333676529712560122e+00,7.157306671142578125e+00,-5.823630332946777344e+00,-4.366598606109619141e+00
1.751345322423603967e+00,1.289323591826008197e+01,7.361903876511197709e+00,9.382910728454589844e+00,-2.021007061004638672e+00,-2.745223343372344971e-01
2.851367916992548324e+00,1.849110874729875675e+01,6.484995723316571592e+00,5.810015678405761719e+00,6.749801635742187500e-01,1.040833592414855957e-01
1.273467452454259519e+00,4.960934242801075200e+00,3.895611335209419046e+00,1.223105239868164062e+01,-8.335441589355468750e+00,-2.139700651168823242e+00
5.409112496610014587e-01,4.190615767962878380e+00,7.747325962603314409e+00,1.279967212677001953e+01,-5.052346229553222656e+00,-6.521406769752502441e-01
2.151521370882790052e+00,8.684097955719790818e+00,4.036259213245287469e+00,9.051431655883789062e+00,-5.015172481536865234e+00,-1.242529869079589844e+00
4.022640772092320738e-01,4.337711563837554962e+00,1.078324366901236786e+01,1.446111392974853516e+01,-3.677869796752929688e+00,-3.410726487636566162e-01
2.432716527303288689e+00,1.375121444108861901e+01,5.652616853116089857e+00,7.533711910247802734e+00,-1.881094932556152344e+00,-3.327830135822296143e-01
7.951295922517382930e-01,5.332538148408554335e+00,6.706501934241016372e+00,1.418505859375000000e+01,-7.478556632995605469e+00,-1.115120291709899902e+00
2.564677336285009268e+00,1.496035054943193332e+00,5.833229130921525618e-01,1.367348313331604004e+00,-7.840253710746765137e-01,-1.344067454338073730e+00
6.210096469678481945e+00,1.403551423817032795e+00,2.260112110447938527e-01,-1.870207667350769043e+00,2.096218824386596680e+00,9.274844169616699219e+00
6.177516845743260987e+00,1.073597174756257377e+00,1.737910557857952898e-01,-8.639490604400634766e-02,2.601859569549560547e-01,1.497119426727294922e+00
3.349945729203863687e-01,6.443850640592241774e+00,1.923568666923945969e+01,2.518792152404785156e+01,-5.952234268188476562e+00,-3.094370365142822266e-01
2.571085634244350882e+00,1.029076283021023919e+01,4.002497113727883971e+00,4.590136051177978516e+00,-5.876388549804687500e-01,-1.468180567026138306e-01
4.476519600580062708e+00,1.240865663808558850e+01,2.771942880910805318e+00,4.098578929901123047e+00,-1.326636075973510742e+00,-4.785943031311035156e-01
2.468136721514537335e+00,9.789527983379036513e+00,3.966363734247199790e+00,5.800817489624023438e+00,-1.834453821182250977e+00,-4.625026881694793701e-01
1.488155359970166347e-01,4.365043141993073306e+00,2.933190484950833721e+01,1.534255790710449219e+01,1.398934745788574219e+01,4.769327938556671143e-01
1.716689549584013097e+00,9.829288573566106635e+00,5.725722846013673539e+00,9.452504158020019531e+00,-3.726781368255615234e+00,-6.508840322494506836e-01
6.903104036224945173e-01,2.280282958569225471e+00,3.303271900007793693e+00,3.992601871490478516e+00,-6.893298625946044922e-01,-2.086809277534484863e-01
5.301163236520113564e+00,3.507002115457457325e+00,6.615533155624138129e-01,-2.054837226867675781e+00,2.716390609741210938e+00,4.106079578399658203e+00
3.089737332472304754e+00,4.329549405497306935e+00,1.401267790628967447e+00,5.288342952728271484e+00,-3.887075185775756836e+00,-2.773970365524291992e+00
1.660255210724201014e+00,1.662419822152081750e+01,1.001303782342557014e+01,6.357014179229736328e+00,3.656023502349853516e+00,3.651263117790222168e-01
1.888410507900168955e-01,5.975552493543605515e+00,3.164329190366644085e+01,2.407342529296875000e+01,7.569866180419921875e+00,2.392250001430511475e-01
4.960320361842283088e-01,5.894660997536316671e+00,1.188362961973491139e+01,1.941813850402832031e+01,-7.534508705139160156e+00,-6.340242028236389160e-01
6.691233216028685815e-01,2.853267694988780967e+00,4.264188084423432556e+00,5.539716720581054688e+00,-1.275528430938720703e+00,-2.991257309913635254e-01
9.973029444459828863e-01,5.259258480679416259e+00,5.273481352851129955e+00,1.329531860351562500e+01,-8.021837234497070312e+00,-1.521165370941162109e+00
4.776301883965851758e+00,1.631092691710028930e+01,3.414969847667381764e+00,4.309745311737060547e+00,-8.947753906250000000e-01,-2.620156109333038330e-01
1.666806191748341770e-01,8.483785112652235227e+00,5.089844970970167282e+01,3.592290496826171875e+01,1.497554397583007812e+01,2.942239642143249512e-01
4.824862133959944011e+00,1.304975970650438200e+01,2.704690692538806118e+00,4.180471420288085938e+00,-1.475780725479125977e+00,-5.456375479698181152e-01
1.461823811351159463e+00,1.226066834892134416e+01,8.387240824589417443e+00,7.858261108398437500e+00,5.289793014526367188e-01,6.306952983140945435e-02
3.293111409373048026e+00,5.256760585660156693e+00,1.596289931369481163e+00,2.050691127777099609e+00,-4.544012546539306641e-01,-2.846608757972717285e-01
4.844802581679667597e+00,1.179872445472889986e+01,2.435336477763835994e+00,5.142187118530273438e+00,-2.706850528717041016e+00,-1.111489295959472656e+00
9.406096158062646762e-01,3.468217961000872762e+00,3.687202323599478859e+00,7.575691223144531250e+00,-3.888489007949829102e+00,-1.054590702056884766e+00
1.426613158262356684e+00,7.505096560054055566e+00,5.260779011175960918e+00,8.510093688964843750e+00,-3.249314785003662109e+00,-6.176490187644958496e-01
4.470000931419868984e+00,1.868474132191434478e+01,4.180030744642205143e+00,3.608016252517700195e+00,5.720145702362060547e-01,1.368445754051208496e-01
2.345380649247931881e+00,1.155241209923669210e+01,4.925602205740497119e+00,6.267547130584716797e+00,-1.341944694519042969e+00,-2.724427580833435059e-01
4.242379072917802141e+00,2.614944225551353973e+00,6.163862730335554208e-01,1.409289956092834473e+00,-7.929036617279052734e-01,-1.286374568939208984e+00
4.473225921538322325e+00,1.267824079471155940e+00,2.834250050655068853e-01,-4.279792308807373047e-02,3.262229263782501221e-01,1.151002645492553711e+00
1.515750638337608036e+00,9.343547550281932956e+00,6.164303886112444175e+00,1.608925247192382812e+01,-9.924948692321777344e+00,-1.610068082809448242e+00
2.644028092672954688e+00,9.899576447416798430e+00,3.744126802150925304e+00,5.513776779174804688e+00,-1.769649982452392578e+00,-4.726469218730926514e-01
4.655066946846706522e+00,1.993799194637460914e+00,4.283073084454864232e-01,-8.860102891921997070e-01,1.314317584037780762e+00,3.068632364273071289e+00
1.867157489326683351e+00,1.784471209381939261e+01,9.557154228192279888e+00,7.082906723022460938e+00,2.474247932434082031e+00,2.588895857334136963e-01
8.942376766602682103e-01,6.414054142471603548e+00,7.172650303022719775e+00,2.008964729309082031e+01,-1.291699695587158203e+01,-1.800868034362792969e+00
4.819013052631215821e-01,9.157759982947895949e+00,1.900339319053658471e+01,3.896744155883789062e+01,-1.996404838562011719e+01,-1.050551772117614746e+00
9.488174163164282415e-01,1.201940548315938173e+01,1.266777493379288622e+01,1.006732463836669922e+01,2.600450515747070312e+00,2.052807658910751343e-01
1.827365889501654461e+00,1.027921306547434455e+01,5.625153191557940247e+00,5.146128654479980469e+00,4.790244102478027344e-01,8.515758067369461060e-02
1.163002459866350202e+00,1.125998601163685819e+01,9.681824759795290447e+00,8.632307052612304688e+00,1.049517631530761719e+00,1.084008067846298218e-01
3.432648990634278308e-01,4.960765816274961715e+00,1.445171303506427485e+01,1.595650672912597656e+01,-1.504794120788574219e+00,-1.041256636381149292e-01
2.053331375550920157e+00,1.647895210085306417e+01,8.025471337490118984e+00,5.827130317687988281e+00,2.198341369628906250e+00,2.739205062389373779e-01
5.717591923719066438e-01,2.614444165771601547e+00,4.572631626482027478e+00,5.323175907135009766e+00,-7.505440711975097656e-01,-1.641383171081542969e-01
3.466583314294491736e+00,1.273441227221359817e+01,3.673476480343950801e+00,3.195271492004394531e+00,4.782049655914306641e-01,1.301777660846710205e-01
8.801983492052570801e-01,8.728758444089287138e+00,9.916808469330350206e+00,1.235386562347412109e+01,-2.437057495117187500e+00,-2.457501888275146484e-01
3.938918328146471026e+00,1.941241495067311007e+01,4.928361883504187801e+00,3.518641233444213867e+00,1.409720659255981445e+00,2.860424518585205078e-01
7.125095820740051655e-01,5.439409763405313569e+00,7.634156648914156129e+00,1.419127178192138672e+01,-6.557115077972412109e+00,-8.589180707931518555e-01
3.553442352067259336e+00,1.091020385346304344e+01,3.070319642899482560e+00,4.225684642791748047e+00,-1.155364990234375000e+00,-3.763011991977691650e-01
3.566905759825559352e-01,1.063356673130638530e+00,2.981174005512952974e+00,4.340378761291503906e+00,-1.359204769134521484e+00,-4.559293687343597412e-01
2.450205746644247728e+00,1.540413619522095345e+01,6.286874568112552630e+00,6.875874042510986328e+00,-5.889992713928222656e-01,-9.368713200092315674e-02
1.682213135113824531e+00,4.462332290181338479e+00,2.652655717064890339e+00,1.003995418548583984e+01,-7.387298583984375000e+00,-2.784869194030761719e+00
4.460487503846104929e+00,5.622120926941209795e+00,1.260427458230400921e+00,2.271638393402099609e+00,-1.011210918426513672e+00,-8.022761344909667969e-01
2.366611500830360981e+00,1.711029992396186117e+01,7.229872718001437271e+00,5.917466640472412109e+00,1.312406063079833984e+00,1.815254688262939453e-01
4.844741959911592843e+00,4.205115295533151887e+00,8.679750810938723360e-01,7.028937339782714844e-03,8.609461188316345215e-01,9.919019341468811035e-01
2.636711168881662459e+00,1.610194985407613188e+01,6.106831132704471976e+00,7.062177658081054688e+00,-9.553465843200683594e-01,-1.564390063285827637e-01
1.741294664850414176e+00,5.629310339718910150e+00,3.232830406795334177e+00,6.282859802246093750e+00,-3.050029277801513672e+00,-9.434547424316406250e-01
3.314767638800623306e+00,6.664495577591123876e+00,2.010546832779665838e+00,3.788690328598022461e+00,-1.778143405914306641e+00,-8.844078183174133301e-01
9.085997234621083773e-01,9.155532319181720169e+00,1.007652994246540246e+01,3.335879898071289062e+01,-2.328226852416992188e+01,-2.310544252395629883e+00
