# Wo,Ar,sample_sigma,prediction,abs_error,rel_error
2.862020898796876711e+00,3.126530234211988279e+00,1.092420476568254584e+00,2.826599121093750000e+00,-1.734178662300109863e+00,-1.587464451789855957e+00
1.011705118305365136e+00,4.594413748899969008e+00,4.541257789221965879e+00,1.344628143310546875e+01,-8.905023574829101562e+00,-1.960915684700012207e+00
2.295343444124505972e+00,9.738377012636469487e+00,4.242666620354453855e+00,4.127190589904785156e+00,1.154761314392089844e-01,2.721781842410564423e-02
3.036549332949394220e-01,9.974313039726864005e+00,3.284752508874549903e+01,3.453373336791992188e+01,-1.686206817626953125e+00,-5.133436247706413269e-02
3.192160354128557032e-01,1.591633155674611544e+01,4.986068928573982362e+01,3.660203170776367188e+01,1.325865936279296875e+01,2.659140825271606445e-01
4.169740678272727763e+00,4.556269340256934086e+00,1.092698489380476534e+00,4.710454463958740234e+00,-3.617755889892578125e+00,-3.310845613479614258e+00
1.279232323221400902e+00,8.586002971347159729e+00,6.711840230651481498e+00,2.456978034973144531e+01,-1.785794067382812500e+01,-2.660662412643432617e+00
4.501493578078907376e+00,1.306276235762088511e+00,2.901872929738945062e-01,2.109600305557250977e-01,7.922726869583129883e-02,2.730211317539215088e-01
7.526641195210487245e-01,5.367835498292432561e+00,7.131780775876773504e+00,1.429931926727294922e+01,-7.167538642883300781e+00,-1.005013942718505859e+00
2.560497518071049861e-01,8.427818244150975246e+00,3.291476826152157997e+01,3.469468307495117188e+01,-1.779914855957031250e+00,-5.407648161053657532e-02
1.750314497200162078e+00,1.555911253707369823e+00,8.889323925478744837e-01,1.697496533393859863e+00,-8.085641264915466309e-01,-9.095901250839233398e-01
4.141654267116171795e+00,4.308949644246594879e+00,1.040393370943275553e+00,4.763742923736572266e+00,-3.723349571228027344e+00,-3.578790187835693359e+00
2.901506277254613408e+00,1.460984509922239738e+01,5.035262275236618734e+00,4.023863315582275391e+00,1.011398792266845703e+00,2.008631825447082520e-01
3.511352685471533785e+00,1.383213104991529896e+01,3.939259963018441280e+00,3.538775444030761719e+00,4.004845619201660156e-01,1.016649231314659119e-01
3.803278218854072801e+00,1.418302024771229597e+01,3.729156646338021019e+00,5.417340755462646484e+00,-1.688184022903442383e+00,-4.526985883712768555e-01
2.985321051260152014e+00,1.028122789865244613e+01,3.443927042390490634e+00,5.172868251800537109e+00,-1.728941202163696289e+00,-5.020260810852050781e-01
5.104519001593673666e-01,2.931718478870347422e+00,5.743378520003628473e+00,5.824150562286376953e+00,-8.077192306518554688e-02,-1.406348589807748795e-02
1.891857541802126175e+00,1.030551223654549098e+01,5.447298228770847572e+00,5.067764759063720703e+00,3.795332908630371094e-01,6.967367976903915405e-02
4.405066243742801646e+00,1.668289374140016790e+01,3.787206098227799966e+00,3.426047086715698242e+00,3.611590862274169922e-01,9.536293148994445801e-02
2.868427309419824822e-01,7.043989796855000485e+00,2.455697508430058562e+01,3.224523925781250000e+01,-7.688264846801757812e+00,-3.130786716938018799e-01
2.330645212292668800e-01,4.765224320261633117e+00,2.044594473293537007e+01,1.514587783813476562e+01,5.300065994262695312e+00,2.592233419418334961e-01
3.042879334220846221e+00,2.448549404722768941e+00,8.046817293035184449e-01,3.722298622131347656e+00,-2.917616844177246094e+00,-3.625802278518676758e+00
7.736580616539627808e-01,1.132268922861706884e+01,1.463526303133310691e+01,6.897445201873779297e+00,7.737818241119384766e+00,5.287105441093444824e-01
1.943638995191980801e+00,1.532098540852816448e+01,7.882629154090856183e+00,7.517740249633789062e+00,3.648886680603027344e-01,4.629022628068923950e-02
2.759290872704185382e+00,1.468315024781398748e+01,5.321349189048733663e+00,6.502140998840332031e+00,-1.180791854858398438e+00,-2.218970805406570435e-01
4.050601104229464289e-01,4.992767103827489450e+00,1.232599057610055482e+01,1.586416244506835938e+01,-3.538171768188476562e+00,-2.870496809482574463e-01
4.516858739837570802e+00,1.650666195463113084e+01,3.654456095570684404e+00,4.718678474426269531e+00,-1.064222335815429688e+00,-2.912122309207916260e-01
4.948699236907584398e-01,8.249610684767159086e+00,1.667026078942371825e+01,1.200757980346679688e+01,4.662681579589843750e+00,2.797005772590637207e-01
2.938025910582959366e+00,1.675065596154157177e+01,5.701330237151628566e+00,7.204022407531738281e+00,-1.502692222595214844e+00,-2.635686993598937988e-01
5.822209501760019501e-01,9.458480140624804022e+00,1.624551665096482722e+01,1.422025489807128906e+01,2.025260925292968750e+00,1.246658414602279663e-01
7.253229601976105556e-01,9.102655178494510224e+00,1.254979599158771464e+01,1.343358325958251953e+01,-8.837871551513671875e-01,-7.042243331670761108e-02
3.946771066452564813e+00,6.695909347529916289e+00,1.696553773905191687e+00,1.335917353630065918e+00,3.606364727020263672e-01,2.125700116157531738e-01
1.041708017206607106e+00,1.572329882951854430e+01,1.509376770631118525e+01,9.525026321411132812e+00,5.568741798400878906e+00,3.689431250095367432e-01
1.267468488423734829e+00,1.018988944218314874e+00,8.039560379805283929e-01,3.729406356811523438e+00,-2.925450325012207031e+00,-3.638818740844726562e+00
3.507861965873886323e+00,1.116722808204871242e+01,3.183485607668917972e+00,4.421242237091064453e+00,-1.237756729125976562e+00,-3.888055086135864258e-01
1.020977435031646507e+00,1.378035977412115720e+01,1.349722266260861758e+01,1.839297866821289062e+01,-4.895755767822265625e+00,-3.627232015132904053e-01
2.498143967887786587e+00,1.279821423477085851e+01,5.123089141092183496e+00,6.613806247711181641e+00,-1.490716934204101562e+00,-2.909800708293914795e-01
1.021866982103440957e+00,1.313236899967093585e+01,1.285134878576747930e+01,1.335426139831542969e+01,-5.029125213623046875e-01,-3.913305327296257019e-02
5.707268185977937280e-01,7.180680857394095007e+00,1.258164260624050179e+01,9.091630935668945312e+00,3.490011215209960938e+00,2.773891687393188477e-01
2.699109753774445064e+00,1.022769539960824758e+00,3.789284739275904368e-01,1.314635276794433594e-01,2.474649548530578613e-01,6.530650854110717773e-01
2.930011663743803840e+00,1.087871284607232525e+01,3.712856498384077941e+00,5.507601737976074219e+00,-1.794745206832885742e+00,-4.833866357803344727e-01
6.241896680386692653e-01,2.343002372346349560e+00,3.753670546499975558e+00,5.054146289825439453e+00,-1.300475835800170898e+00,-3.464544415473937988e-01
1.897781764777702884e+00,2.611626732985890431e+00,1.376147026732445822e+00,4.999128341674804688e+00,-3.622981309890747070e+00,-2.632699251174926758e+00
3.023737006972623043e+00,1.135026828934746135e+01,3.753722054257421448e+00,5.129333019256591797e+00,-1.375611066818237305e+00,-3.664658963680267334e-01
8.037387699292016796e-01,2.911520124886008531e+00,3.622470675568472576e+00,5.679118156433105469e+00,-2.056647539138793945e+00,-5.677471756935119629e-01
1.105551486524410709e+00,1.211582869010559449e+01,1.095908136146138467e+01,9.942566871643066406e+00,1.016514778137207031e+00,9.275547415018081665e-02
2.126571361307355357e+00,5.460056362357539328e+00,2.567539684631534147e+00,4.950404644012451172e+00,-2.382864952087402344e+00,-9.280732870101928711e-01
1.668656239442182887e+00,1.923443666595950008e+00,1.152690183353127562e+00,1.770395636558532715e+00,-6.177054643630981445e-01,-5.358816385269165039e-01
2.656351969312682471e+00,1.282543722854376966e+01,4.828214550145735195e+00,5.983353614807128906e+00,-1.155138969421386719e+00,-2.392476350069046021e-01
5.338198549286706784e-01,3.291620652646083833e+00,6.166163776515790396e+00,8.454649925231933594e+00,-2.288486003875732422e+00,-3.711360991001129150e-01
3.484992490749742267e+00,1.056561453336685830e+01,3.031746714350546767e+00,4.085199832916259766e+00,-1.053453207015991211e+00,-3.474740386009216309e-01
3.640311406075528167e-01,6.878015606032231055e+00,1.889403086382420582e+01,3.111186408996582031e+01,-1.221783256530761719e+01,-6.466503739356994629e-01
9.152711915604060389e-01,8.797882220258902208e+00,9.612322884608415663e+00,1.244915390014648438e+01,-2.836831092834472656e+00,-2.951244115829467773e-01
5.188652191453617668e-01,8.406716656615657257e+00,1.620212021623382270e+01,3.121127128601074219e+01,-1.500915145874023438e+01,-9.263696074485778809e-01
1.881324862138829435e+00,1.492423291365450133e+01,7.932831386009288721e+00,9.204621315002441406e+00,-1.271790027618408203e+00,-1.603198200464248657e-01
4.184419359539391259e+00,7.833391290117384109e+00,1.872037818642455997e+00,4.262827396392822266e+00,-2.390789508819580078e+00,-1.277105331420898438e+00
2.565978531477433489e+00,1.431895800420950060e+01,5.580310913967373665e+00,3.890771865844726562e+00,1.689538955688476562e+00,3.027679026126861572e-01
8.618155378030132319e-01,5.116300149325294200e+00,5.936653407721151687e+00,1.470683097839355469e+01,-8.770177841186523438e+00,-1.477293133735656738e+00
4.612050906837461994e+00,1.349685616166403790e+01,2.926432607596473723e+00,3.375957965850830078e+00,-4.495253562927246094e-01,-1.536086499691009521e-01
2.024916047983268685e-01,3.977183097445285753e+00,1.964122463944316621e+01,1.273738765716552734e+01,6.903836250305175781e+00,3.514972627162933350e-01
7.833946448179865962e-01,1.507231323459367012e+01,1.923974504331155089e+01,2.972464752197265625e+01,-1.048490333557128906e+01,-5.449606180191040039e-01
2.815762162150685644e-01,7.057028263763155174e+00,2.506258645926608253e+01,3.226242828369140625e+01,-7.199842453002929688e+00,-2.872745394706726074e-01
4.477509087329551107e+00,1.573553820276017490e+01,3.514350925001710646e+00,4.812298774719238281e+00,-1.297947883605957031e+00,-3.693279027938842773e-01
8.823629868760803907e-01,1.201438715994583362e+01,1.361615042634731587e+01,1.019411182403564453e+01,3.422039031982421875e+00,2.513220608234405518e-01
3.477582561841210396e+00,1.461672507214369254e+01,4.203128124844532465e+00,5.923669338226318359e+00,-1.720541000366210938e+00,-4.093477129936218262e-01
2.205381258891740970e+00,1.586901426154079253e+00,7.195587700566281608e-01,2.740200996398925781e+00,-2.020642280578613281e+00,-2.808168411254882812e+00
2.730894155388627009e+00,1.784853718523573107e+01,6.535785046819492017e+00,7.792905807495117188e+00,-1.257120609283447266e+00,-1.923442333936691284e-01
3.994870060300599324e+00,1.127864437357133554e+01,2.823281909880857921e+00,3.707430839538574219e+00,-8.841488361358642578e-01,-3.131634891033172607e-01
4.443816066039627088e+00,1.600323037010412364e+01,3.601235994532591356e+00,3.486223459243774414e+00,1.150126457214355469e-01,3.193699195981025696e-02
3.989061026455066550e+00,1.805211795559780086e+01,4.525405311144126586e+00,5.389942169189453125e+00,-8.645367622375488281e-01,-1.910407394170761108e-01
3.948088906676846754e+00,1.375402303858305686e+01,3.483716644608183532e+00,5.109704017639160156e+00,-1.625987291336059570e+00,-4.667392373085021973e-01
4.396559903515925294e-01,5.104359403266492734e+00,1.160989390633467799e+01,1.611045074462890625e+01,-4.500556945800781250e+00,-3.876484036445617676e-01
1.950662829961197442e+00,1.260821451617781186e+01,6.463553989198949523e+00,8.453226089477539062e+00,-1.989672183990478516e+00,-3.078294396400451660e-01
4.518685649972955964e+00,1.139758162753230941e+00,2.522322310161257408e-01,1.740677356719970703e-01,7.816448807716369629e-02,3.098909556865692139e-01
3.611670099695803771e+00,1.533619615460960084e+01,4.246289315267555153e+00,3.907001972198486328e+00,3.392872810363769531e-01,7.990206778049468994e-02
3.900595037359238848e+00,1.754714163856999321e+01,4.498580721788968617e+00,5.352729320526123047e+00,-8.541483879089355469e-01,-1.898706257343292236e-01
4.662343148809097393e+00,1.588621196612076858e+01,3.407345075014177382e+00,3.631963729858398438e+00,-2.246186733245849609e-01,-6.592190265655517578e-02
2.755024246721237358e+00,2.166761694277445471e+00,7.864764518338142052e-01,2.133117437362670898e+00,-1.346641063690185547e+00,-1.712245941162109375e+00
3.345562213093917325e+00,1.784019345219401131e+01,5.332494903956878751e+00,4.753750801086425781e+00,5.787439346313476562e-01,1.085315495729446411e-01
1.757567121953619749e+00,2.335608068077337673e+00,1.328886981841807424e+00,3.878458976745605469e+00,-2.549571990966796875e+00,-1.918576955795288086e+00
8.969072803591927601e-01,2.525338083686892166e+00,2.815606628452771876e+00,5.040619373321533203e+00,-2.225012779235839844e+00,-7.902427911758422852e-01
2.175582725559002117e+00,1.616469256970797375e+01,7.430051902785981710e+00,7.197922229766845703e+00,2.321295738220214844e-01,3.124198503792285919e-02
1.836190587733233404e+00,3.535636043760246316e+00,1.925527811426682279e+00,8.003519058227539062e+00,-6.077991485595703125e+00,-3.156532764434814453e+00
2.502016503996212782e-01,4.573749390709718199e+00,1.828025268180501683e+01,1.623248291015625000e+01,2.047769546508789062e+00,1.120208576321601868e-01
7.077988591722995659e-01,1.127590972051072393e+00,1.593095209802510848e+00,6.573281288146972656e-01,9.357670545578002930e-01,5.873892903327941895e-01
8.104275492777148759e-01,7.985405450319662535e+00,9.853324282271220369e+00,2.429688072204589844e+01,-1.444355678558349609e+01,-1.465856313705444336e+00
4.315352693927544614e+00,8.753701211572270324e+00,2.028501916863077348e+00,2.916938304901123047e+00,-8.884363174438476562e-01,-4.379765689373016357e-01
1.256170418457768889e+00,1.054181169277998187e+01,8.392023516779213210e+00,1.457472801208496094e+01,-6.182704925537109375e+00,-7.367359399795532227e-01
3.220184778742712917e-01,1.590403876745936529e+01,4.938859059407432994e+01,3.655755615234375000e+01,1.283103561401367188e+01,2.597975730895996094e-01
2.209045075558373483e-01,2.148868666856739829e+00,9.727590851959311280e+00,3.492455482482910156e+00,6.235135078430175781e+00,6.409742236137390137e-01
8.209131604927648596e-01,1.555185273680779634e+00,1.894457719190733691e+00,3.888880252838134766e+00,-1.994422554969787598e+00,-1.052767038345336914e+00
2.971905144491389095e+00,1.484650618186204518e+01,4.995619126465381754e+00,4.125771522521972656e+00,8.698477745056152344e-01,1.741221100091934204e-01
2.656902604847600990e+00,1.478973008191960936e+01,5.566530762149613842e+00,4.198577404022216797e+00,1.367953300476074219e+00,2.457461208105087280e-01
3.710763501684260834e+00,9.168390732485718786e+00,2.470755877685097524e+00,4.444949626922607422e+00,-1.974193811416625977e+00,-7.990242242813110352e-01
1.891399252762443695e+00,1.972246479781971651e+00,1.042744664777385255e+00,3.751710414886474609e+00,-2.708965778350830078e+00,-2.597918748855590820e+00
3.669055377601370793e+00,1.815830622390668481e+01,4.949041198657951668e+00,3.379633426666259766e+00,1.569407939910888672e+00,3.171135187149047852e-01
2.015516743624279350e+00,1.339787925421758885e+01,6.647366883256784931e+00,8.758635520935058594e+00,-2.111268520355224609e+00,-3.176097571849822998e-01
2.013536269225420838e+00,9.433070897812189770e+00,4.684827903021066220e+00,8.490056991577148438e+00,-3.805229187011718750e+00,-8.122452497482299805e-01
7.112219867791729211e-01,8.514789097703268084e+00,1.197205549882279207e+01,2.911568832397460938e+01,-1.714363288879394531e+01,-1.431970715522766113e+00
2.111336434359702530e+00,4.579401288705714279e+00,2.168958586694637258e+00,8.574815750122070312e+00,-6.405857086181640625e+00,-2.953425168991088867e+00
1.910780249586167212e+00,1.077052316511938734e+01,5.636714722926429388e+00,5.839532852172851562e+00,-2.028179168701171875e-01,-3.598158061504364014e-02
4.009682018847341212e+00,1.641506401543153260e+01,4.093856804173801933e+00,4.988229751586914062e+00,-8.943729400634765625e-01,-2.184670865535736084e-01
3.084329813765696926e+00,2.606700818869524205e+00,8.451433459662898162e-01,1.068815469741821289e+00,-2.236721515655517578e-01,-2.646558880805969238e-01
4.499953983211856245e-01,9.640094732743124339e+00,2.142265180645797429e+01,3.786985778808593750e+01,-1.644720649719238281e+01,-7.677484154701232910e-01
2.482624249284642204e+00,1.898951667607029492e+01,7.648969303970201139e+00,6.716939449310302734e+00,9.320297241210937500e-01,1.218503713607788086e-01
3.687426091053768840e+00,2.022661740852286449e+00,5.485294324297259605e-01,3.385964632034301758e-01,2.099329829216003418e-01,3.827196359634399414e-01
2.033830047206762082e+00,2.447884237238084459e+00,1.203583475718622342e+00,9.769617915153503418e-01,2.266216874122619629e-01,1.882891356945037842e-01
3.250466001900302881e-01,9.165108325227404151e+00,2.819629037765432500e+01,4.017333984375000000e+01,-1.197704887390136719e+01,-4.247739017009735107e-01
3.614162423925412870e+00,8.648533449199327094e+00,2.392956495797436745e+00,4.728240013122558594e+00,-2.335283517837524414e+00,-9.758988618850708008e-01
3.777696787432793357e+00,7.208701012271461650e+00,1.908226471815455572e+00,1.597265481948852539e+00,3.109610080718994141e-01,1.629581302404403687e-01
3.484051284455583097e+00,9.320984635673106311e+00,2.675329343531635207e+00,3.431945800781250000e+00,-7.566163539886474609e-01,-2.828124165534973145e-01
2.573108274224407133e-01,9.057611557311709305e+00,3.520105099363483703e+01,3.903038024902343750e+01,-3.829330444335937500e+00,-1.087845489382743835e-01
4.085302422759167662e+00,1.871172576336242699e+01,4.580254734415655449e+00,3.458007335662841797e+00,1.122247219085693359e+00,2.450185269117355347e-01
1.427992058024794841e-01,7.626911361691118607e+00,5.341004047487978568e+01,2.968042755126953125e+01,2.372961425781250000e+01,4.442912638187408447e-01
8.978607397684912339e-01,1.544808896818015809e+00,1.720543986828443561e+00,3.861477851867675781e+00,-2.140933990478515625e+00,-1.244335532188415527e+00
4.641001650441349824e+00,1.304566840991176058e+01,2.810959657528055988e+00,3.348374366760253906e+00,-5.374147891998291016e-01,-1.911855340003967285e-01
2.249179967788122791e+00,1.418302024771229597e+01,6.305862781474126599e+00,5.673149108886718750e+00,6.327137947082519531e-01,1.003373861312866211e-01
1.979361444457408803e+00,1.300356109704128826e+01,6.569573805458195359e+00,8.558701515197753906e+00,-1.989127635955810547e+00,-3.027787804603576660e-01
2.702861588101383994e+00,1.367528570076142458e+01,5.059558270006561109e+00,6.988055229187011719e+00,-1.928496837615966797e+00,-3.811591267585754395e-01
1.871864227769868050e+00,6.424414516938533382e+00,3.432094284205941648e+00,4.436145782470703125e+00,-1.004051446914672852e+00,-2.925477325916290283e-01
4.759779286038067880e+00,1.514659656991701553e+01,3.182205656961186069e+00,3.789566278457641602e+00,-6.073606014251708984e-01,-1.908615231513977051e-01
1.943319177761496652e-01,3.429879215876908027e+00,1.764959279529045588e+01,1.004113197326660156e+01,7.608461380004882812e+00,4.310842454433441162e-01
2.866091778104768117e+00,1.990481497458565485e+01,6.944932861761991205e+00,6.240272521972656250e+00,7.046604156494140625e-01,1.014639660716056824e-01
4.477509087329550885e-01,1.573553820276017490e+01,3.514350925001711801e+01,1.636142539978027344e+01,1.878208351135253906e+01,5.344396233558654785e-01
5.511546218828937693e-01,9.202702265800697390e+00,1.669713343664209404e+01,3.852477645874023438e+01,-2.182764244079589844e+01,-1.307268857955932617e+00
6.901666292409281978e-01,1.678521892909601521e+00,2.432053103981141273e+00,3.434930562973022461e+00,-1.002877473831176758e+00,-4.123583734035491943e-01
1.773963365329721098e+00,3.462342540913264877e+00,1.951755379271729929e+00,7.343804836273193359e+00,-5.392049312591552734e+00,-2.762666463851928711e+00
1.507087166890210828e+00,3.897512103046935739e+00,2.586122547303771224e+00,8.376795768737792969e+00,-5.790673255920410156e+00,-2.239133358001708984e+00
4.527255057271578842e+00,1.594134622867694517e+01,3.521194637150451889e+00,4.730637550354003906e+00,-1.209442853927612305e+00,-3.434751331806182861e-01
4.346210657721355730e+00,1.581030053503549837e+01,3.637720713547871743e+00,3.468160152435302734e+00,1.695606708526611328e-01,4.661178588867187500e-02
1.944542880160706533e+00,1.942018772725660014e+01,9.987019533172556862e+00,7.751780509948730469e+00,2.235239028930664062e+00,2.238144278526306152e-01
2.742671187673477284e+00,6.662324063740928004e+00,2.429137001068061075e+00,3.289998531341552734e+00,-8.608615398406982422e-01,-3.543898761272430420e-01
8.712066950039739632e-01,1.824418959772110771e+00,2.094128718517008991e+00,3.637913227081298828e+00,-1.543784618377685547e+00,-7.371966838836669922e-01
1.232717239748256643e+00,9.484088587411472204e+00,7.693644804828309702e+00,2.098554039001464844e+01,-1.329189491271972656e+01,-1.727645993232727051e+00
1.400086830504146285e+00,1.534373207739240463e+01,1.095912892193079280e+01,1.972996139526367188e+01,-8.770832061767578125e+00,-8.003219962120056152e-01
9.110872833878291832e-01,1.127045807823464152e+01,1.237033847769891892e+01,8.608966827392578125e+00,3.761371612548828125e+00,3.040637671947479248e-01
1.972150247230830544e+00,1.082293840384195249e+01,5.487887354951197949e+00,6.330730438232421875e+00,-8.428430557250976562e-01,-1.535824239253997803e-01
4.375023426270494120e+00,1.986482863181835157e+01,4.540507946205948109e+00,3.563267707824707031e+00,9.772400856018066406e-01,2.152270525693893433e-01
3.693868278072969691e+00,5.162469842069167925e+00,1.397578217045233551e+00,1.208621740341186523e+00,1.889564990997314453e-01,1.352028101682662964e-01
4.823166543080914082e+00,1.000502387494111645e+01,2.074368319147893658e+00,4.290726661682128906e+00,-2.216358423233032227e+00,-1.068449854850769043e+00
3.197487581112513411e+00,6.614637765800338798e+00,2.068698500933312534e+00,3.832693099975585938e+00,-1.763994693756103516e+00,-8.527075052261352539e-01
4.498906211445983239e+00,9.061426043124898300e+00,2.014139796929103721e+00,2.964258432388305664e+00,-9.501185417175292969e-01,-4.717242121696472168e-01
4.475720247048211142e+00,1.258623465292114041e+01,2.812113795812396955e+00,4.048654079437255859e+00,-1.236540317535400391e+00,-4.397191703319549561e-01
3.473302643537505840e+00,5.588533092948131831e+00,1.608996873147885642e+00,2.791115283966064453e+00,-1.182118415832519531e+00,-7.346928119659423828e-01
2.243115530643248423e+00,1.067553501610996491e+00,4.759244394803234246e-01,3.957312107086181641e-01,8.019322156906127930e-02,1.684999018907546997e-01
3.982356460616158333e+00,1.526665258727360630e+01,3.833572594079516449e+00,4.797355175018310547e+00,-9.637825489044189453e-01,-2.514058351516723633e-01
4.980748720450337563e-01,1.371974847513055540e+00,2.754555438381978139e+00,1.331282973289489746e+00,1.423272490501403809e+00,5.166977047920227051e-01
9.767994681148419733e-01,1.184593012197148632e+01,1.212728969317862848e+01,1.010118484497070312e+01,2.026104927062988281e+00,1.670698821544647217e-01
7.541730029265909518e-01,9.568306296532254507e+00,1.268715037451904593e+01,1.395410919189453125e+01,-1.266959190368652344e+00,-9.986160695552825928e-02
4.868361720285644623e+00,1.655359775908018971e+00,3.400239897973097447e-01,1.994971036911010742e-01,1.405268907546997070e-01,4.132852256298065186e-01
1.327829639729320998e+00,7.198646888145935563e+00,5.421363308032032258e+00,1.041407966613769531e+01,-4.992716312408447266e+00,-9.209337234497070312e-01
5.280931983157491905e-01,3.462627663287990210e+00,6.556849575664614349e+00,1.010114479064941406e+01,-3.544295310974121094e+00,-5.405485033988952637e-01
3.135552217943693432e-01,9.718127735418690349e+00,3.099335319566730718e+01,3.892521667480468750e+01,-7.931863784790039062e+00,-2.559214532375335693e-01
4.123617479811672482e+00,1.426682460592086521e+01,3.459783715576944640e+00,3.496259212493896484e+00,-3.647541999816894531e-02,-1.054268795996904373e-02
1.211044241634690488e+00,9.215159711929766573e+00,7.609267601562573091e+00,2.587709045410156250e+01,-1.826782226562500000e+01,-2.400733232498168945e+00
4.686030263354692416e+00,8.881875130445756383e+00,1.895394316998562090e+00,2.909522056579589844e+00,-1.014127731323242188e+00,-5.350484251976013184e-01
8.867962061786889283e-01,9.408281881353406817e+00,1.060929423897156632e+01,1.348547840118408203e+01,-2.876184463500976562e+00,-2.711004614830017090e-01
4.219872170182180859e+00,6.658108466974064221e+00,1.577798615327871357e+00,2.840883255004882812e+00,-1.263084650039672852e+00,-8.005360364913940430e-01
1.825583882068167574e+00,1.862578168454760430e+01,1.020264358570411467e+01,8.785504341125488281e+00,1.417139053344726562e+00,1.388992071151733398e-01
2.669092729514793927e+00,8.708218128645633271e+00,3.262613558663685520e+00,4.491699218750000000e+00,-1.229085683822631836e+00,-3.767181336879730225e-01
4.225053029013372985e+00,1.643241959674565678e+01,3.889281266744935905e+00,4.982789039611816406e+00,-1.093507766723632812e+00,-2.811593413352966309e-01
3.536801702923869417e+00,1.123333688286146703e+01,3.176128555235336659e+00,5.019472599029541016e+00,-1.843343973159790039e+00,-5.803744792938232422e-01
2.218602730086431496e+00,2.159971778478659843e+00,9.735730282791605905e-01,1.585675001144409180e+00,-6.121019721031188965e-01,-6.287170648574829102e-01
4.155962321626835099e+00,3.712501281614670745e+00,8.932952212524938318e-01,6.905096530914306641e+00,-6.011801242828369141e+00,-6.729915142059326172e+00
4.187048194509277899e+00,1.582847297582446977e+01,3.780341720590003174e+00,4.838930606842041016e+00,-1.058588981628417969e+00,-2.800246775150299072e-01
2.138398712215317410e+00,7.956280038652768560e+00,3.720671918292683511e+00,7.048720836639404297e+00,-3.328048944473266602e+00,-8.944752812385559082e-01
4.037137958193127041e+00,1.169470537665847587e+01,2.896781209303184834e+00,3.131169319152832031e+00,-2.343881130218505859e-01,-8.091329783201217651e-02
2.314540241846202218e+00,1.110132139551470942e+01,4.796339763209169327e+00,5.833399295806884766e+00,-1.037059307098388672e+00,-2.162188887596130371e-01
5.381124691628551560e-01,9.281313183037463332e+00,1.724790580949826335e+01,1.401752185821533203e+01,3.230383872985839844e+00,1.872913688421249390e-01
1.152846445035351497e-01,3.296331850872605163e+00,2.859298274343487734e+01,8.567187309265136719e+00,2.002579498291015625e+01,7.003744244575500488e-01
4.460242126114410510e+00,6.285876073854883117e+00,1.409312744940798945e+00,6.779007911682128906e-01,7.314119338989257812e-01,5.189848542213439941e-01
1.577162015626849101e+00,1.272814530991010429e+01,8.070283955482693727e+00,8.315885543823242188e+00,-2.456016540527343750e-01,-3.043283894658088684e-02
1.471769402842003860e+00,1.284020933434764800e+01,8.724335014407188282e+00,1.012263393402099609e+01,-1.398299217224121094e+00,-1.602757424116134644e-01
1.817751343274675691e+00,1.003992690482111882e+01,5.523267493085280755e+00,8.922839164733886719e+00,-3.399571895599365234e+00,-6.155001521110534668e-01
3.033296028751589213e-01,4.243452895809313397e+00,1.398957719783053122e+01,1.382820987701416016e+01,1.613674163818359375e-01,1.153483148664236069e-02
2.123854828478315859e+00,1.464246304957105727e+00,6.894286206963583519e-01,7.231065034866333008e-01,-3.367787599563598633e-02,-4.884896799921989441e-02
3.432433810888587900e+00,4.744022163813658821e+00,1.382116138340196532e+00,1.620595455169677734e+00,-2.384793758392333984e-01,-1.725465655326843262e-01
1.529390769847247311e+00,7.144626210063847793e+00,4.671550496396312369e+00,8.175864219665527344e+00,-3.504313945770263672e+00,-7.501394152641296387e-01
3.182925953201323654e+00,1.650375781262793851e+01,5.185090088579908496e+00,4.634765625000000000e+00,5.503244400024414062e-01,1.061359494924545288e-01
1.896194860099054580e+00,1.181609525046336273e+01,6.231477312329653628e+00,7.879130363464355469e+00,-1.647653102874755859e+00,-2.644081115722656250e-01
1.441643550340399482e+00,1.519089388795252482e+01,1.053720518110434767e+01,1.967963218688964844e+01,-9.142427444458007812e+00,-8.676331043243408203e-01
2.798765405717068333e+00,8.732141905639227986e+00,3.119997798958778823e+00,3.669062614440917969e+00,-5.490648746490478516e-01,-1.759824603796005249e-01
1.024959202963036775e+00,3.557117854288307512e+00,3.470497014910541189e+00,8.514829635620117188e+00,-5.044332504272460938e+00,-1.453489899635314941e+00
5.050540254560967668e+00,3.535203586908673756e+00,6.999654311667260487e-01,3.420332670211791992e-01,3.579321503639221191e-01,5.113568902015686035e-01
1.727674948666021226e+00,1.527288714200805142e+00,8.840139259876753641e-01,1.170934200286865234e+00,-2.869202494621276855e-01,-3.245652914047241211e-01
5.054874386522479890e-01,2.592606181941718546e+00,5.128923062567557700e+00,5.211542606353759766e+00,-8.261966705322265625e-02,-1.610857993364334106e-02
2.846235786299476711e+00,1.423480510072115734e+01,5.001274022778163797e+00,6.302715778350830078e+00,-1.301441669464111328e+00,-2.602220177650451660e-01
1.579675608870249714e+00,1.087871284607232525e+01,6.886675204064552247e+00,6.589823246002197266e+00,2.968521118164062500e-01,4.310528561472892761e-02
4.079753435662833994e+00,1.893655468299161981e+01,4.641592925067300257e+00,5.376737117767333984e+00,-7.351441383361816406e-01,-1.583818644285202026e-01
3.943761124800222895e+00,1.467622954295162074e+01,3.721378926999557635e+00,3.622950792312622070e+00,9.842824935913085938e-02,2.644940093159675598e-02
