# Wo,Ar,sample_sigma,prediction,abs_error,rel_error,mse,K,G,frac,act_sigma
1.441036947806678459e+00,6.758611352708303599e+00,1.508110332322465386e+00,1.274948716163635254e+00,2.331615677300563072e-01,1.275127397734334145e-01,2.910271307272350727e-01,2.969505983739028565e+01,1.000000000000000000e+02,9.000000000000000222e-01,4.690102750658271979e+00
1.841623780399150867e+00,1.493203469645944992e+01,4.670779997150556362e+00,4.011225223541259766e+00,6.595548153325477836e-01,1.231695522114946428e-01,9.545199088521745256e-01,3.219308745147317552e+01,1.000000000000000000e+02,9.000000000000000222e-01,8.108080953007190672e+00
4.508686817463836149e+00,9.529071913137833860e+00,5.888021050595095840e-01,8.742483258247375488e-01,-2.854462581927539322e-01,7.742236345549027288e-01,1.043443053168586765e-01,6.268578542373228757e+00,1.000000000000000000e+03,8.000000000000000444e-01,2.113491643781546525e+00
1.496036819629086523e+00,1.712577164237183780e+01,1.055713801036707444e+01,8.164759635925292969e+00,2.392377879723229128e+00,2.268450233932192694e-01,5.955094826228079619e+00,7.604977551969753335e+00,1.000000000000000000e+00,9.000000000000000222e-01,1.144742657244080419e+01
1.486770693533965737e+00,9.634656154917511373e+00,4.740619652666927308e+00,3.923699617385864258e+00,8.169202617787130194e-01,1.668447861809515820e-01,8.061138325589771725e-01,1.619818659832783680e+01,1.000000000000000000e+02,9.000000000000000222e-01,6.480256973599948012e+00
2.178107199110715264e+00,1.273497282318061607e+01,1.581587517440545820e+00,1.427153944969177246e+00,1.544335188271881987e-01,1.929182880011870438e-02,1.012055611403701816e+00,4.062823107955855306e+01,1.000000000000000000e+03,9.000000000000000222e-01,5.846807185789610450e+00
4.243596985257092058e+00,1.387806749160119502e+01,1.745615473647256888e+00,1.493305206298828125e+00,2.523103120519126774e-01,1.675214919032629590e-01,8.348828915218961533e-02,1.484566811831469479e+01,1.000000000000000000e+02,9.000000000000000222e-01,3.270354734395308771e+00
4.343457477438631642e+00,1.264727902657638481e+01,8.510337305881442438e-01,8.742483258247375488e-01,-2.321463266411930709e-02,1.400951940085864156e-01,1.519517524925554364e-01,1.880928497504040919e+01,1.000000000000000000e+00,9.000000000000000222e-01,2.911799894961692114e+00
3.370945650312977104e+00,6.590721897220785053e+00,3.735598818636607921e-01,8.742483258247375488e-01,-5.006884813886027796e-01,2.497526674608857356e+00,2.589675360484061661e-01,6.288145558072471886e+00,1.000000000000000000e+01,8.000000000000000444e-01,1.955155194094827964e+00
2.581231649634836867e+00,1.772034455913559015e+01,2.484614712392754221e+00,2.038019657135009766e+00,4.465951714868013900e-01,1.788708291989554444e-01,2.573309565075902472e-01,3.959239186612382611e+01,1.000000000000000000e+01,9.000000000000000222e-01,6.865073331036544602e+00
1.159707272383961651e+00,1.450482379527659482e+01,9.468911359142728301e+00,6.407574653625488281e+00,3.061337235998580208e+00,3.238219386996514793e-01,9.484608705448986044e+00,1.090625216040183432e+01,1.000000000000000000e+00,8.000000000000000444e-01,1.250731468248848621e+01
1.135219776356393151e+00,1.452546817172556004e+01,6.626109167980530401e+00,4.626644134521484375e+00,1.999464979814866483e+00,2.977908275610444688e-01,4.281862457369789432e+00,2.271446457275449049e+01,1.000000000000000000e+01,8.000000000000000444e-01,1.279529169087114937e+01
3.998575964112514924e+00,1.599058384512440867e+01,3.714565962069110161e-01,1.074893355369567871e+00,-7.034367356933280968e-01,-1.100675725573382613e-01,1.013241970436077777e+00,3.466544141161620729e+01,1.000000000000000000e+02,9.000000000000000222e-01,3.999069665961323405e+00
1.604302730774372243e+00,7.935775953671298844e+00,2.686426332962160046e+00,1.984675049781799316e+00,7.017514202710435356e-01,2.516371172645820997e-01,7.077683111271022565e-01,2.152664042432441960e+01,1.000000000000000000e+03,9.000000000000000222e-01,4.946557654889002009e+00
1.355776754418095642e+00,1.412496687831679942e+01,5.479214231450674433e+00,2.826460599899291992e+00,2.652753628571150823e+00,4.695313575628451974e-01,9.158277805719944098e+00,1.930071963129913826e+01,1.000000000000000000e+02,8.000000000000000444e-01,1.041835747093870701e+01
4.624620510831475073e+00,1.209904247733349791e+01,2.392343246982423788e-01,8.742483258247375488e-01,-6.350140385540210541e-01,6.563484630943443587e-01,6.700667314681553188e-01,2.309680662954646380e+01,1.000000000000000000e+03,9.000000000000000222e-01,2.616223849934482537e+00
3.602732508729125094e+00,1.208956339110878808e+01,2.004559266296363162e+00,8.742483258247375488e-01,1.130310903044099202e+00,6.022389568090787959e-01,1.498970257145690654e+00,1.194718971493600002e+01,1.000000000000000000e+00,9.000000000000000222e-01,3.355665001999666774e+00
2.479390659969238797e+00,1.330623452764866599e+01,6.762213359768665111e-01,1.171625971794128418e+00,-4.954046738152230733e-01,2.411279385504539741e-01,8.481472255147177730e-01,4.394025399874141158e+01,1.000000000000000000e+02,9.000000000000000222e-01,5.366735763945222892e+00
3.197798552625836788e+00,1.359115970698377751e+01,3.240619472075206176e+00,1.630109071731567383e+00,1.610510346699458584e+00,5.046170412609025657e-01,2.720164786477155872e+00,9.258954850627983291e+00,1.000000000000000000e+01,9.000000000000000222e-01,4.250161316704438974e+00
1.866020209230744964e+00,6.441676689167347369e+00,3.235000221071739013e+00,3.070853948593139648e+00,1.641462247948842768e-01,1.029599747783044722e-01,2.162505430685689733e-01,1.819831596231959114e+00,1.000000000000000000e+00,9.000000000000000222e-01,3.452093743305646445e+00
1.406268064013470376e+00,1.116605708037925204e+01,5.359643296017779335e+00,3.524932146072387695e+00,1.834710971131457757e+00,3.390830647074791204e-01,3.586888183867105617e+00,9.552027237248367442e+00,1.000000000000000000e+01,8.000000000000000444e-01,7.940205261087615263e+00
1.533148644084429968e+00,1.190456246812845009e+01,4.375592851982418319e-01,8.742483258247375488e-01,-4.366890780540216843e-01,-3.236181022918077632e-02,3.635900958208008737e-01,2.755658268989559900e+01,1.000000000000000000e+01,8.000000000000000444e-01,7.764780351899699617e+00
3.802140435595436685e+00,5.794104926256611776e+00,1.362744036054078345e+00,8.742483258247375488e-01,4.884956728018147731e-01,4.538552206441043291e-01,5.336606826999747977e-01,1.369744049957286380e+00,1.000000000000000000e+00,9.000000000000000222e-01,1.523906079852419326e+00
3.110866925160032270e+00,1.157743133453262274e+01,6.797405410043027008e-01,8.742483258247375488e-01,-1.945078222479608432e-01,4.555609246040515647e-01,4.222696680732140884e-01,1.222278647096772985e+01,1.000000000000000000e+02,8.000000000000000444e-01,3.721609317613946200e+00
4.834903643449169230e+00,1.170369226195183288e+01,1.999322613335204890e+00,1.334536790847778320e+00,6.647858671909101513e-01,3.764886481294275056e-01,7.048000782658183638e-01,1.629460779043370611e+00,1.000000000000000000e+03,8.000000000000000444e-01,2.420667116667198027e+00
3.339062433815647601e+00,1.601834202409640540e+01,3.384594260088900519e+00,1.183377385139465332e+00,2.201216892458298879e+00,6.529068071910117954e-01,5.078084905476610622e+00,1.230554310805886686e+01,1.000000000000000000e+00,9.000000000000000222e-01,4.797257416295675370e+00
3.877096134917897174e+00,1.673726783046024025e+01,1.641108201633768360e+00,1.717769622802734375e+00,-7.666153069250074281e-02,9.168180697592038797e-01,1.306360333021803766e-01,2.575321353918346645e+01,1.000000000000000000e+02,9.000000000000000222e-01,4.316959716247704471e+00
3.574718339411155021e+00,1.693465912817529784e+01,8.393128065251213021e-01,1.496912360191345215e+00,-6.575995842136044267e-01,-3.331813295106623718e-01,9.139009570665781457e-01,3.711454922133372492e+01,1.000000000000000000e+02,9.000000000000000222e-01,4.737340825281595613e+00
3.955094168287203171e+00,1.789735149482194032e+01,1.709677336273442760e+00,8.742483258247375488e-01,8.354289730211792442e-01,5.479280487910409558e-01,8.091116031522270768e-01,1.054977728776703749e+01,1.000000000000000000e+00,8.000000000000000444e-01,4.525139158082949642e+00
1.896073485737521214e+00,1.122438411401578762e+01,2.132666779745704844e+00,1.827794313430786133e+00,3.048726197968789631e-01,8.586734361522968539e-02,7.271748536350045589e-01,1.499357011782615601e+01,1.000000000000000000e+02,8.000000000000000444e-01,5.919804373853057022e+00
2.421764080710495204e+00,6.044983311296178385e+00,1.649319505396987129e+00,1.516090035438537598e+00,1.332294900750172484e-01,1.388176504396133049e-01,1.254433569611873300e-01,8.123781330371560472e+00,1.000000000000000000e+03,9.000000000000000222e-01,2.496107428235827985e+00
3.472319509070960653e+00,8.259347514260042544e+00,8.951286975544396896e-01,8.742483258247375488e-01,2.088033430217613867e-02,2.260242180714358007e-01,5.209464715658321948e-02,6.024335186484374383e+00,1.000000000000000000e+02,8.000000000000000444e-01,2.378625438322603980e+00
2.553084023876455610e+00,1.087674161567644227e+01,3.615867029985514680e+00,2.590309619903564453e+00,1.025557584425535795e+00,2.895505690109709263e-01,1.258597349251490360e+00,2.311232125315147545e+00,1.000000000000000000e+01,8.000000000000000444e-01,4.260236448921029151e+00
1.112141357607796088e+00,1.384272717082322401e+01,1.069009177676716682e+01,7.630706787109375000e+00,3.059384870448503158e+00,2.864089359744192431e-01,9.566511314533688193e+00,1.502129792198437741e+01,1.000000000000000000e+00,9.000000000000000222e-01,1.244691340370506261e+01
3.979148871165928636e+00,7.507836975537203195e+00,1.761514926956856186e+00,8.742483258247375488e-01,8.872665637045926701e-01,5.549692060222218837e-01,1.088831805607634040e+00,1.034662096198597503e+00,1.000000000000000000e+00,9.000000000000000222e-01,1.886794693694718639e+00
1.669633327102681974e+00,1.402503977979379712e+01,7.143189516797177063e+00,5.714949131011962891e+00,1.428240648045651540e+00,1.976650654521818207e-01,2.156749064547373251e+00,1.158756735320742770e+01,1.000000000000000000e+02,9.000000000000000222e-01,8.400071771525713160e+00
1.289982294702548327e+00,1.016620389477123609e+01,2.998702948277703229e+00,3.017454147338867188e+00,-1.875120800186052053e-02,5.920345038848812136e-02,1.616361724902408981e-01,4.202236799425568847e+01,1.000000000000000000e+00,9.000000000000000222e-01,7.880886378456395391e+00
3.950382342877809538e+00,1.105628851744258334e+01,1.317579007950047343e+00,8.742483258247375488e-01,4.433306446977837711e-01,4.200708203390961515e-01,2.414105968773553046e-01,1.392513141996452042e+01,1.000000000000000000e+01,9.000000000000000222e-01,2.798789473473648037e+00
1.055585334447214585e+00,1.052434608788752435e+01,8.389797536255105825e+00,6.119275569915771484e+00,2.270521781564935004e+00,2.714471124810018399e-01,5.164258648945475372e+00,1.371781679485657079e+01,1.000000000000000000e+01,9.000000000000000222e-01,9.970151862140902210e+00
3.415318034999246244e+00,5.212972061839117544e+00,9.667557776529441815e-01,1.005710959434509277e+00,-3.895524548402926751e-02,2.313618951894101383e-01,1.172303419789419154e-01,5.469309674114519737e+00,1.000000000000000000e+03,9.000000000000000222e-01,1.526350403803687916e+00
3.332008078708752929e+00,1.180094375760487324e+01,1.530077333674034090e+00,8.742483258247375488e-01,6.558289704217706850e-01,4.976961776535371307e-01,6.018796592646830090e-01,7.467981987615559092e+00,1.000000000000000000e+00,8.000000000000000444e-01,3.541691220081937264e+00
2.615683400824164728e+00,1.392149166417650008e+01,3.109243204088905088e+00,1.844312310218811035e+00,1.264931029470660828e+00,4.229175340408193873e-01,1.793799705452523430e+00,1.921756328886526788e+01,1.000000000000000000e+00,9.000000000000000222e-01,5.322315254128247020e+00
3.068580523174766927e+00,1.763463791364792499e+01,2.507896164294344032e+00,8.742483258247375488e-01,1.633647801042080516e+00,6.650173541968872337e-01,2.831024076101674503e+00,1.189198712259299029e+01,1.000000000000000000e+00,8.000000000000000444e-01,5.746838898463400902e+00
4.843599812908514934e+00,1.035083811276628118e+01,1.790835989326404531e+00,8.742483258247375488e-01,9.165876260741410153e-01,5.349229631530011408e-01,1.093780012570754412e+00,1.296268199275249167e+00,1.000000000000000000e+01,8.000000000000000444e-01,2.137013484305745337e+00
2.296738681165549245e+00,1.435558937688555226e+01,5.352464091693708959e+00,4.673388957977294922e+00,6.790751635187358692e-01,1.270991912346312591e-01,4.864244085135586704e-01,8.448101182772020934e+00,1.000000000000000000e+03,9.000000000000000222e-01,6.250423478564997026e+00
2.983332873697501775e+00,9.996798029131447549e+00,1.634495300807983442e+00,8.742483258247375488e-01,7.602469375557199260e-01,5.356212441820961123e-01,7.938853208443534815e-01,1.512757328865744100e+01,1.000000000000000000e+00,9.000000000000000222e-01,3.350882537201272271e+00
4.096198281807481578e+00,1.007765728176682885e+01,2.083297634361297224e+00,1.504068732261657715e+00,5.792288775127236722e-01,3.418879709615674223e-01,6.109096924202596091e-01,3.598803874109368195e+00,1.000000000000000000e+02,9.000000000000000222e-01,2.460246450110803451e+00
3.818316427899283383e+00,7.236619677554697816e+00,3.915411320649419546e-01,8.742483258247375488e-01,-4.827072311873214505e-01,5.967523995911788726e-01,2.479557803435383789e-01,1.461064371201454648e+01,1.000000000000000000e+02,9.000000000000000222e-01,1.895238337157943542e+00
2.455291314892801946e+00,5.911661354770940235e+00,9.175846830834221146e-01,8.742483258247375488e-01,4.333631983115845271e-02,2.814558948753540513e-01,2.278575834580638948e-01,1.316462043943054105e+01,1.000000000000000000e+00,9.000000000000000222e-01,2.407722993566261405e+00
1.876663930217527643e+00,8.109288183130740180e+00,4.027888863718623647e+00,4.011700630187988281e+00,1.618851665269779860e-02,4.105226349299054278e-02,1.205274757800430530e-01,2.433665864824269942e+00,1.000000000000000000e+02,9.000000000000000222e-01,4.321119009406642064e+00
2.296963566579552474e+00,5.267581600679910991e+00,1.560015449059372283e+00,8.742483258247375488e-01,6.857670858071086561e-01,5.094278026430525408e-01,7.433903120051501556e-01,6.367832486898730160e+00,1.000000000000000000e+00,9.000000000000000222e-01,2.293280432185503148e+00
1.356758907217103349e+00,5.848564222698450443e+00,3.568465043063665298e+00,3.025985240936279297e+00,5.424795815901994889e-01,1.628744377547293731e-01,4.252375950346050648e-01,6.651498153533985658e+00,1.000000000000000000e+02,9.000000000000000222e-01,4.310687913370437663e+00
2.180537706257886121e+00,9.100184061597367702e+00,1.849317930115977004e+00,1.925380468368530273e+00,-7.606263809033346479e-02,1.514388697287831209e-01,1.731163437540156058e-01,9.306716323523401613e+00,1.000000000000000000e+03,8.000000000000000444e-01,4.173366979842133340e+00
2.170908411153158024e+00,1.283245345112274549e+01,3.033376995749957672e+00,1.169397473335266113e+00,1.863979578294046036e+00,6.251766333293413691e-01,3.615997655102843655e+00,1.093835522688386952e+01,1.000000000000000000e+01,8.000000000000000444e-01,5.911098499225178493e+00
3.155690271350083176e+00,1.569891794935455209e+01,2.218260992696544864e+00,1.828879594802856445e+00,3.893816363122672430e-01,1.969923127881433866e-01,3.115392209088457820e-01,2.668689697689491069e+01,1.000000000000000000e+03,9.000000000000000222e-01,4.974796827141770628e+00
1.381037133372412740e+00,8.196338238965159562e+00,6.779835848695153766e-01,8.742483258247375488e-01,-1.962647783827480841e-01,-5.700106617631388317e-02,5.388251238246847402e-02,4.679822002596523589e+01,1.000000000000000000e+01,9.000000000000000222e-01,5.934915174185197095e+00
1.249203363819015422e+00,1.518494048267999119e+01,9.724720165608150779e+00,6.190040588378906250e+00,3.534679118273480469e+00,3.559793875748694658e-01,1.392773699080472127e+01,9.225628812112514510e+00,1.000000000000000000e+03,8.000000000000000444e-01,1.215569932205208659e+01
3.724969975262006905e+00,1.475504047142074704e+01,1.595756068611827727e-01,8.923710584640502930e-01,-7.327954498915622006e-01,9.049003774249934073e-01,1.105720167634049567e+00,3.616771753217557972e+01,1.000000000000000000e+02,9.000000000000000222e-01,3.961116618230702713e+00
4.335543252876537856e+00,8.417847147456486212e+00,1.048820814876777918e+00,8.742483258247375488e-01,1.745724516245144020e-01,2.225843478710834711e-01,9.431328628517024470e-02,3.640139274463422669e+00,1.000000000000000000e+02,8.000000000000000444e-01,1.941589936133477856e+00
1.775476900737666952e+00,9.394262546582073270e+00,1.441752302563294785e+00,1.242015600204467773e+00,1.997367742569298721e-01,3.634494123928643239e-01,1.246490259905861375e+00,1.534220015261821857e+01,1.000000000000000000e+03,8.000000000000000444e-01,5.291120680127681553e+00
2.795977563145827016e+00,1.790515743146843164e+01,5.311574766560541505e+00,4.232158184051513672e+00,1.079416472240435798e+00,2.054000308529572716e-01,1.183088568588856138e+00,1.034012669805552243e+01,1.000000000000000000e+02,9.000000000000000222e-01,6.403898825040239551e+00
4.462758367940033111e+00,1.126645584972457215e+01,6.780654273318444947e-01,8.742483258247375488e-01,-1.961829359204190215e-01,-1.498675361771754366e-01,4.659174553669200025e-02,7.375929304609279313e+00,1.000000000000000000e+01,8.000000000000000444e-01,2.524549823414495187e+00
4.718512960473868034e+00,9.824745259306807199e+00,1.817536240246842905e+00,1.075666189193725586e+00,7.418699117272600230e-01,4.590638146812358045e-01,7.931377258951535225e-01,2.523865047578537801e+00,1.000000000000000000e+03,9.000000000000000222e-01,2.082169815280137559e+00
1.755843617383197053e+00,1.680729618328831165e+01,7.834482026357127538e+00,5.949938297271728516e+00,1.884543818492365741e+00,2.355322508281477989e-01,3.964742030611803525e+00,1.645976541203867782e+01,1.000000000000000000e+03,9.000000000000000222e-01,9.572205643425631294e+00
4.759464552893307498e+00,1.176239696034925686e+01,4.257418810149372068e-01,8.742483258247375488e-01,-4.485064822373262539e-01,1.119392494827105011e-01,3.035822647889205861e-01,8.355684745782397727e+00,1.000000000000000000e+02,8.000000000000000444e-01,2.471369800033246467e+00
2.592094134809169947e+00,1.516114436683376709e+01,3.186206547469059736e+00,2.490902662277221680e+00,6.953036989273229107e-01,2.229559002553387903e-01,4.965460930881056001e-01,2.410467391423949124e+01,1.000000000000000000e+01,9.000000000000000222e-01,5.848994511131030194e+00
1.390791672645772525e+00,1.680467864142799783e+01,1.135521885792066676e+01,8.413442611694335938e+00,2.941776854193708157e+00,2.592562521891754734e-01,8.678988528588224227e+00,6.292818012701189012e+00,1.000000000000000000e+02,9.000000000000000222e-01,1.208281511310721257e+01
4.758047635151637422e+00,1.648874464235340298e+01,2.558263979406091515e+00,1.615272521972656250e+00,9.429914201805328355e-01,4.000238487845541036e-01,1.005182720969334698e+00,8.866045148959006639e+00,1.000000000000000000e+02,9.000000000000000222e-01,3.465443372306193925e+00
2.635475632168684079e+00,1.420414162283269022e+01,4.542628003824635385e+00,3.819872379302978516e+00,7.227554963716709135e-01,1.626765285915526271e-01,5.710385779999693767e-01,8.038242157915131969e+00,1.000000000000000000e+03,9.000000000000000222e-01,5.389593229190423607e+00
2.591958956225308253e+00,1.428740640969339459e+01,2.436190964586893770e+00,1.682108879089355469e+00,7.540820057763257811e-01,2.925426446133591596e-01,8.797814018282597015e-01,2.960905155959657620e+01,1.000000000000000000e+03,9.000000000000000222e-01,5.512203954996365063e+00
4.123988259959757485e+00,1.352112067253650274e+01,2.296292572657141040e+00,2.256991863250732422e+00,3.930064980176371792e-02,9.201793814530737081e-02,1.850519755228000329e-01,3.942358585160071094e+00,1.000000000000000000e+02,8.000000000000000444e-01,3.278651591667829379e+00
1.398511414903009342e+00,1.432122778344753122e+01,6.791821111970440583e+00,4.677674293518066406e+00,2.114146663480298116e+00,3.086379143742714048e-01,4.679074124283564728e+00,1.273944713018138053e+01,1.000000000000000000e+01,8.000000000000000444e-01,1.024033671147457092e+01
1.227164573891844856e+00,7.668182370880635368e+00,3.552100431558508742e+00,3.277440309524536133e+00,2.746600415677024065e-01,8.134989338997734853e-02,1.042106960764537932e-01,2.380896782027476632e+01,1.000000000000000000e+01,9.000000000000000222e-01,6.248699264974433731e+00
2.114894549572426286e+00,6.150881780904214224e+00,2.610057671698071680e+00,2.344729423522949219e+00,2.653281915507100797e-01,1.570390376049308201e-01,3.333661290906168029e-01,2.569907371613470382e+00,1.000000000000000000e+03,9.000000000000000222e-01,2.908363342346196312e+00
2.029753277973032066e+00,1.281111743573928052e+01,6.085893700180001531e+00,6.185887813568115234e+00,-9.999431008344188132e-02,2.037758875385741603e-02,6.440727605833437841e-02,1.757331064797775788e+00,1.000000000000000000e+03,9.000000000000000222e-01,6.311662395014244531e+00
1.472154985146643558e+00,1.730949866152775485e+01,9.767221571069672592e+00,7.929212093353271484e+00,1.838009626728013490e+00,1.884362402680784532e-01,3.600619483237617935e+00,1.703836986245122631e+01,1.000000000000000000e+00,9.000000000000000222e-01,1.175793230751687979e+01
2.909551884163673385e+00,1.175497513709209585e+01,1.149452941413046381e-01,8.742483258247375488e-01,-7.593030691109590169e-01,9.721146324374203562e-01,7.395372817838589130e-01,3.597872416800619533e+01,1.000000000000000000e+01,9.000000000000000222e-01,4.040132503246617546e+00
3.883671975571671542e+00,7.826137255821363325e+00,1.240213733668038554e+00,8.742483258247375488e-01,3.659653704157751486e-01,3.794080135554417366e-01,2.489187541764040501e-01,7.349347639818896383e+00,1.000000000000000000e+01,9.000000000000000222e-01,2.015138586638580698e+00
2.535474404287885619e+00,1.315550453176507162e+01,4.596410199349472592e+00,4.284041404724121094e+00,3.123684131556248023e-01,8.737768537266563107e-02,3.108306235635785453e-01,2.060840916885016583e+00,1.000000000000000000e+03,8.000000000000000444e-01,5.188577139456445053e+00
4.314159758628923313e+00,1.050289102953001930e+01,1.729390081081644492e+00,1.295073151588439941e+00,4.343170162924684385e-01,3.085532687574352728e-01,3.014406301018651146e-01,6.900078022980609127e+00,1.000000000000000000e+02,9.000000000000000222e-01,2.434516016362807456e+00
3.170662051353760447e+00,1.075784586636055629e+01,2.088237837583486023e+00,2.147284746170043945e+00,-5.904673573308773932e-02,8.741735142505832612e-02,8.957136196266593520e-02,5.219742387232620295e+00,1.000000000000000000e+02,8.000000000000000444e-01,3.392933618317139910e+00
2.205751656356018664e+00,1.222579720827148009e+01,1.475236088589845451e+00,1.407097578048706055e+00,6.813851128619767550e-02,-4.752444979184948792e-01,8.638488202209041456e-01,3.876760234436184760e+01,1.000000000000000000e+03,9.000000000000000222e-01,5.542689800568454395e+00
4.765543708888599461e+00,6.780347312661464620e+00,1.033170194742624837e+00,8.742483258247375488e-01,1.589218314903612927e-01,3.245660730799081461e-01,2.793809144390365651e-01,3.544452036013957752e+00,1.000000000000000000e+00,9.000000000000000222e-01,1.422785672915955368e+00
3.363480422815189996e+00,1.381628340855678516e+01,1.068492264104255351e+00,8.742483258247375488e-01,1.942439008519918076e-01,3.749913762935426775e-01,1.827504739640270492e-01,2.722011153460178434e+01,1.000000000000000000e+00,9.000000000000000222e-01,4.107734153836024582e+00
3.779687206970876456e+00,1.441195837692112924e+01,2.053862607999178636e+00,1.716322183609008789e+00,3.375404147044150927e-01,1.788510721997130237e-01,1.307488104403953244e-01,1.702826946989763712e+01,1.000000000000000000e+02,9.000000000000000222e-01,3.813002925305871038e+00
1.312294172572088247e+00,1.268618566967843009e+01,6.779217526144182493e+00,5.946147918701171875e+00,8.330698995057712608e-01,1.236066573078782593e-01,6.981006130731918224e-01,2.531026938218179723e+01,1.000000000000000000e+01,9.000000000000000222e-01,9.667181288181435406e+00
1.306445832560921172e+00,1.071254179683670138e+01,6.068825763430076847e+00,4.090015888214111328e+00,1.978809937800843244e+00,3.190758585962065741e-01,4.477323693786527947e+00,8.082968376752440065e+00,1.000000000000000000e+02,8.000000000000000444e-01,8.199759630169866753e+00
2.541272517408427856e+00,9.267122908283054628e+00,2.095386150524131352e+00,9.601667523384094238e-01,1.135219401864446143e+00,5.639947401961407092e-01,1.378229393879692344e+00,1.419069318083172071e+01,1.000000000000000000e+01,9.000000000000000222e-01,3.646646648401802082e+00
2.212126244775221462e+00,9.169841840585430504e+00,1.649278994633573969e+00,9.176183938980102539e-01,7.316606617837584370e-01,4.870850297803777096e-01,5.720671877851630782e-01,2.265832826774987652e+01,1.000000000000000000e+01,9.000000000000000222e-01,4.145261538415134339e+00
4.291001195428533421e+00,6.528738069076212014e+00,5.784537149278692336e-01,8.742483258247375488e-01,-2.957946483243941715e-01,2.086457957277776942e-01,1.027488676340765350e-01,9.339856932707355952e+00,1.000000000000000000e+03,9.000000000000000222e-01,1.521495280875632350e+00
2.031192057193624834e+00,6.625828683937395880e+00,1.481528813189821436e+00,8.742483258247375488e-01,6.072804499375578091e-01,4.731766380686949214e-01,5.967870345556737233e-01,6.496151367742009519e+00,1.000000000000000000e+00,8.000000000000000444e-01,3.262039480940026603e+00
1.669348887243282675e+00,1.763553179082317968e+01,9.189955188730209557e+00,7.745617866516113281e+00,1.444337942102402517e+00,1.574511998907999755e-01,2.299462050656959189e+00,1.176074192957332443e+01,1.000000000000000000e+00,9.000000000000000222e-01,1.056431757650494596e+01
1.621289763594675915e+00,1.265848622239215437e+01,5.356468418618835159e+00,3.632193803787231445e+00,1.724274754902519025e+00,3.189634734334242383e-01,3.161834962563720097e+00,9.107340846714887306e+00,1.000000000000000000e+01,8.000000000000000444e-01,7.807664309386703749e+00
1.013258781171644696e+00,1.337350884460294331e+01,6.061137305367701344e+00,2.440896511077880859e+00,3.620241005886309260e+00,5.734786342153638250e-01,2.059259480310902646e+01,2.818833776978756234e+01,1.000000000000000000e+03,8.000000000000000444e-01,1.319851265353849179e+01
4.046559491627054861e+00,9.105342126409688319e+00,4.947138641558375127e-01,8.742483258247375488e-01,-3.795344990964260035e-01,2.425918570890450154e-01,1.773711746339680373e-01,1.702819089438229483e+01,1.000000000000000000e+02,9.000000000000000222e-01,2.250144139793328613e+00
2.690565610528007134e+00,1.113568038699028051e+01,2.974943086885082799e+00,1.920065641403198242e+00,1.054877396308052884e+00,3.619301639648401236e-01,1.199113229880241605e+00,1.061180292328277375e+01,1.000000000000000000e+01,9.000000000000000222e-01,4.138787897762868262e+00
3.769742967056724847e+00,1.377701133011967194e+01,1.651320693371311155e+00,1.069716811180114746e+00,5.816038408404740068e-01,3.869845753079872441e-01,3.592754899810948199e-01,7.880467584145066873e+00,1.000000000000000000e+01,8.000000000000000444e-01,3.654628830271748452e+00
4.034270964584649732e+00,1.090526808112398172e+01,1.183308330476818757e-02,8.742483258247375488e-01,-8.624152799474954501e-01,1.271511043288750420e+00,9.175910887623723866e-01,2.515362937322955617e+01,1.000000000000000000e+01,9.000000000000000222e-01,2.703157070225881142e+00
1.441286389786672562e+00,1.150736514141434697e+01,4.150814786136471923e-01,8.742483258247375488e-01,-4.591668846386163239e-01,-9.427070150730995635e-02,3.174684969494446229e-01,2.778476674266189050e+01,1.000000000000000000e+00,8.000000000000000444e-01,7.984093392512761511e+00
3.959145438869641431e+00,1.438054692001067636e+01,4.046079294324603781e-01,8.742483258247375488e-01,-4.696404338198031381e-01,3.359825966960420796e-01,8.088697721098879745e-01,1.310604013096635612e+01,1.000000000000000000e+03,8.000000000000000444e-01,3.632235072454525593e+00
1.346462196918559062e+00,5.024403250959839085e+00,2.516439305301040541e+00,1.843511223793029785e+00,6.729280934289401106e-01,2.866377855767026084e-01,6.045386871665741069e-01,1.078372703294764712e+01,1.000000000000000000e+01,9.000000000000000222e-01,3.731559090525094824e+00
2.977940507308066920e+00,8.448824305756684083e+00,1.668486262383854335e+00,8.742483258247375488e-01,7.942378991315910408e-01,5.396380116040069286e-01,8.743555123957523767e-01,1.027227264808932894e+01,1.000000000000000000e+00,9.000000000000000222e-01,2.837136700690527924e+00
1.233581392691514012e+00,9.969677909413539041e+00,1.049084834241247766e+00,8.742483258247375488e-01,1.748364709889843327e-01,3.227947060183979922e-01,1.661955525129847899e-01,2.560876470103760738e+01,1.000000000000000000e+00,8.000000000000000444e-01,8.081897123675803485e+00
4.592646004077097110e+00,6.867647388401896258e+00,9.048798070601866972e-02,8.742483258247375488e-01,-7.837603825462448048e-01,4.474406304846449411e-01,7.871648265034359992e-01,1.304053812866128226e+01,1.000000000000000000e+00,9.000000000000000222e-01,1.495357443683919652e+00
3.670274226393091421e+00,1.299893231159113327e+01,1.277065510665704728e+00,8.742483258247375488e-01,4.028171474134412122e-01,4.504997360728116851e-01,3.166249121739578287e-01,2.031439954457421493e+01,1.000000000000000000e+00,9.000000000000000222e-01,3.541678771061650188e+00
