# Wo,Ar,sample_sigma,prediction,abs_error,rel_error,mse,K,G,frac
1.199739585072239212e+00,9.572718437142999193e+00,2.476403443404953553e+00,3.164793014526367188e+00,-6.883896396667553708e-01,3.205531457109837001e-01,5.542287114069763820e-01,2.054239641139513495e+01,1.000000000000000000e+01,8.000000000000000444e-01
4.182998597596601975e+00,1.519479540590813116e+01,2.211334622185216148e+00,2.005842685699462891e+00,2.054919379758697318e-01,8.132640658805807832e-02,9.801687596314520579e-02,5.762243832516727338e+00,1.000000000000000000e+02,8.000000000000000444e-01
2.652473161003743751e+00,1.503669190265239131e+01,-1.445745108947294355e+00,3.944201946258544922e+00,-5.389947001561658624e+00,9.367464720915165799e+00,3.575403377342099986e+01,2.640751796353006853e+01,1.000000000000000000e+03,8.000000000000000444e-01
2.266648137546291686e+00,9.412206098169193069e+00,2.838255827675869369e+00,3.546356916427612305e+00,-7.081012943877673660e-01,2.605528524942608004e-01,6.663026193982758416e-01,4.966395861051241312e+00,1.000000000000000000e+01,8.000000000000000444e-01
2.282254825719211677e+00,1.791061190746267329e+01,4.660803715721963947e+00,4.124750614166259766e+00,5.360535426300758743e-01,9.512168985400570875e-02,8.658779125043395419e-01,1.263411731524030301e+01,1.000000000000000000e+02,8.000000000000000444e-01
1.752464273601999079e+00,1.530982591806834137e+01,3.371394929361009041e+00,3.473862171173095703e+00,-1.024669199470049363e-01,1.381557132481180949e-01,7.156804137227417151e-01,4.982365667566273260e+01,1.000000000000000000e+02,9.000000000000000222e-01
4.393080744863201659e+00,1.717986788272499155e+01,8.374925962727960416e-01,2.176343917846679688e+00,-1.338851266439587295e+00,1.049354820491425144e+00,2.115453989982273075e+00,2.878469760835370295e+01,1.000000000000000000e+01,9.000000000000000222e-01
4.164632754806500969e+00,9.125998492830841968e+00,1.629251657979586154e+00,2.203365325927734375e+00,-5.741137633155798392e-01,3.446829932925824513e-01,5.352526914305512085e-01,4.998143877973045157e+00,1.000000000000000000e+00,9.000000000000000222e-01
2.074050804263163350e+00,1.162339742446784996e+01,2.027754506240059929e+00,4.568385124206542969e+00,-2.540631181230376345e+00,1.733661151842703863e+00,6.984242189548913515e+00,1.432385613767250021e+01,1.000000000000000000e+03,8.000000000000000444e-01
2.874661761336723131e+00,9.105549009242732694e+00,8.287687503774072706e-01,2.969865083694458008e+00,-2.141096231989154663e+00,7.889029915689839134e-01,4.602457255854202067e+00,9.138609232037062213e+00,1.000000000000000000e+01,8.000000000000000444e-01
1.866946508032840235e+00,1.124150354112063077e+01,4.201016774318562241e+00,3.556599378585815430e+00,6.444170798281289025e-01,1.483173014245457999e-01,5.400766465586458454e-01,1.738189130438497187e+01,1.000000000000000000e+03,9.000000000000000222e-01
1.077639370177766232e+00,7.440765452920473422e+00,3.035719030101614369e+00,2.286588668823242188e+00,7.491304670766163465e-01,2.834308641975503695e-01,7.776647159411582688e-01,3.323368756174581051e+01,1.000000000000000000e+00,9.000000000000000222e-01
4.351998991855388965e+00,1.541960228065648231e+01,2.580883599917794591e+00,1.837299704551696777e+00,7.435837806271569095e-01,3.184426052559696796e-01,6.932169507010573772e-01,8.531115796318779587e+00,1.000000000000000000e+00,9.000000000000000222e-01
1.906791822863995733e+00,1.597403636234893476e+01,7.086427400919188990e+00,3.807989597320556641e+00,3.278438053938140140e+00,4.648587977964157014e-01,1.093882753271440578e+01,1.216298706261907192e+01,1.000000000000000000e+03,9.000000000000000222e-01
1.966425440210207931e+00,9.562888626821397509e+00,9.494669467629641701e-01,2.825305223464965820e+00,-1.875838261800840456e+00,5.632714303679158263e-01,3.623451232118704901e+00,3.528728030937244142e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.799598805943679380e+00,1.651100865419346064e+01,3.116585156003689461e-01,2.127225399017333984e+00,-1.815567103954150996e+00,-2.574389271649842659e+00,3.785554999950519139e+00,3.741653528986272903e+01,1.000000000000000000e+01,9.000000000000000222e-01
2.511179290917037843e+00,1.523115751583974742e+01,3.458569151306504885e+00,3.359253406524658203e+00,9.931567921673793709e-02,3.291979998183046374e-02,8.338496587109375802e-02,2.474396496045532245e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.039984718833441235e+00,1.237718224219058527e+01,8.915406209392287451e+00,3.515831708908081055e+00,5.399574259085393457e+00,6.040080726665847388e-01,3.063713593985675132e+01,2.807576999386792593e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.696069930606936893e+00,1.730842744972236602e+01,2.359583595988667071e+00,2.500133275985717773e+00,-1.405497127796054013e-01,1.191980892634217915e-01,1.107738218026076138e-01,3.680774855310528437e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.582238398684815639e+00,1.696881690514431540e+01,8.671034410676806914e+00,4.133568763732910156e+00,4.537465912184567962e+00,5.241317747081273293e-01,2.115814116245099896e+01,7.370776896157352986e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.755685676525867489e+00,1.433104975875565756e+01,6.141697611817261482e+00,5.074021816253662109e+00,1.067675765761276763e+00,1.838959910471559822e-01,1.501198686413917738e+00,7.476046490990785109e+00,1.000000000000000000e+01,8.000000000000000444e-01
1.629855562366522737e+00,1.658088373342196320e+01,7.290392563602208220e+00,3.045185089111328125e+00,4.245207498332737472e+00,5.849321272816372375e-01,1.814644550823786062e+01,2.534990759053751219e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.640849323291992512e+00,1.045422189398851032e+01,3.981329948856396239e+00,2.690483808517456055e+00,1.290845985366864124e+00,3.049096371185626153e-01,2.371045362985178873e+00,9.323151826145043231e+00,1.000000000000000000e+02,8.000000000000000444e-01
4.649714905462675851e+00,1.769987889033792783e+01,3.100789285253954919e+00,1.709902167320251465e+00,1.390887173067999916e+00,4.545784298039107219e-01,2.068447614396778267e+00,6.226943628441005352e+00,1.000000000000000000e+00,9.000000000000000222e-01
3.409127553532389943e+00,7.541132855751374819e+00,-2.473694873115120374e-01,2.573949337005615234e+00,-2.821319000150829481e+00,-2.766184902797370171e+00,8.579843473603533610e+00,2.294533232664178968e+01,1.000000000000000000e+03,9.000000000000000222e-01
1.124554022215916493e+00,1.343599353252022688e+01,9.301918411233966566e+00,3.317398786544799805e+00,5.984519731977526291e+00,6.444611720227689800e-01,3.644889664341734203e+01,2.431050550701633384e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.578986459483373572e+00,6.853919891679309373e+00,1.457836975506630883e-01,8.055035471916198730e-01,-6.597199051477822263e-01,2.012958318337242591e+00,4.724531658583644989e-01,9.468670484512506036e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.602273824068139341e+00,1.798002268907596246e+01,1.064160101709402362e+01,5.220661640167236328e+00,5.420939561701187515e+00,5.113721119976829543e-01,2.991320817809785382e+01,4.957552069112342252e+00,1.000000000000000000e+03,9.000000000000000222e-01
2.786418439321506568e+00,8.271382895143078784e+00,2.617854242930989450e+00,2.465790748596191406e+00,1.520635479789781697e-01,9.834197115378547072e-02,1.762564036215207852e-01,3.187601341677765987e+00,1.000000000000000000e+03,9.000000000000000222e-01
1.868725941672776170e+00,9.841981030098894578e+00,1.495196838593508382e+00,2.938822031021118164e+00,-1.443625141763661635e+00,2.235783128467622394e+00,2.411234999369114451e+00,3.530052861620607274e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.067650530936287812e+00,1.607405199997250378e+01,7.104501405149375337e+00,2.659523487091064453e+00,4.444978049188529567e+00,6.261525419700949557e-01,2.011923113099989635e+01,2.250110164731988327e+00,1.000000000000000000e+02,8.000000000000000444e-01
1.609944371448171818e+00,1.170210702966412342e+01,3.388455073302006237e+00,3.287228107452392578e+00,1.012269151856659555e-01,6.074966253656222115e-02,9.332263303680968236e-02,3.445122345156806176e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.788119574921453125e+00,1.506359295726386094e+01,1.577711587001937810e+00,1.645240783691406250e+00,-6.752925033364894081e-02,3.239075940335085502e-01,3.427446324681069356e-01,9.723673246132847225e+00,1.000000000000000000e+02,8.000000000000000444e-01
1.343197471087716366e+00,1.593060455841359158e+01,1.163914620392715449e+01,3.389894962310791016e+00,8.249251462153548431e+00,7.088955669597419851e-01,6.851618289681009344e+01,1.866971083355785765e+00,1.000000000000000000e+00,9.000000000000000222e-01
4.166052757097714832e+00,1.627882852646916234e+01,2.433577531145855399e+00,3.035506248474121094e+00,-6.019287232887302608e-01,2.644225805155761555e-01,3.749597663036449702e-01,1.444670530720106605e+01,1.000000000000000000e+03,9.000000000000000222e-01
1.101325840410051882e+00,1.025709945245499988e+01,5.092975134574859730e+00,3.479366779327392578e+00,1.613608411871879866e+00,2.835320803479269847e-01,4.672269564325056024e+00,1.637473088404170696e+01,1.000000000000000000e+02,8.000000000000000444e-01
3.156608907098555683e+00,6.781336553163407999e+00,2.659266950709301414e-01,2.824730634689331055e+00,-2.558803865112595055e+00,3.910981353499289437e+00,6.722441468449096291e+00,1.754975164591347436e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.077888025333307631e+00,9.180084623037831904e+00,4.874505689307861545e+00,3.348844051361083984e+00,1.525661545559578336e+00,2.894687428585355216e-01,3.729614654656934647e+00,3.437702671413663325e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.757337395701592531e+00,9.209077788461376812e+00,-4.592367019846868570e-01,4.101058006286621094e+00,-4.560295134444517728e+00,-1.860939671936751694e+01,2.162561509048007835e+01,3.463152590306808065e+01,1.000000000000000000e+01,9.000000000000000222e-01
4.434912055243825257e+00,1.611831542864167943e+01,1.106091818332117366e-01,1.037389039993286133e+00,-9.267797672629910499e-01,1.106056766480769893e+00,1.411495110636909356e+00,3.298462393978864782e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.426891535936778865e+00,1.251453381522411945e+01,1.744956491116722130e+00,3.075929164886474609e+00,-1.330972509856979569e+00,9.443722432835496283e-01,1.820889273976570966e+00,1.857215110242474054e+01,1.000000000000000000e+03,9.000000000000000222e-01
4.327672329076323265e+00,1.260885552181312619e+01,1.482814004746582537e+00,1.554406762123107910e+00,-7.159272608408698280e-02,9.419174167543684084e-02,3.173805993160859484e-02,1.350453443488527228e+01,1.000000000000000000e+01,9.000000000000000222e-01
2.246223206959536700e+00,1.280197256617102219e+01,4.905085262046787520e+00,3.444692134857177734e+00,1.460392927514050587e+00,2.972119627455492852e-01,2.425062490241708613e+00,2.861789465212761119e+00,1.000000000000000000e+02,8.000000000000000444e-01
3.410895269990860790e+00,1.326451307631839427e+01,1.282775590597760473e+00,2.568153381347656250e+00,-1.285377798200476374e+00,3.055910857418538740e+00,1.832786704315439774e+00,2.498856463519789628e+01,1.000000000000000000e+02,9.000000000000000222e-01
4.481212121048404384e+00,1.731659875653948077e+01,2.895529605360410569e-02,1.312607645988464355e+00,-1.283652374521776052e+00,1.071919049259995704e+00,2.051758905151861878e+00,1.474342767103380325e+01,1.000000000000000000e+00,8.000000000000000444e-01
2.559192614668291288e+00,5.574994565488814224e+00,1.594025827870153567e+00,2.559319972991943359e+00,-9.652942181374795094e-01,6.300858393336581376e-01,1.061336561238953369e+00,2.182588761772089825e+00,1.000000000000000000e+03,8.000000000000000444e-01
4.280996152219117334e+00,1.062469308858193884e+01,1.934799995693398333e+00,3.052618980407714844e+00,-1.117818990674781299e+00,5.673128891819627651e-01,1.397821872860167014e+00,5.346624016647750111e+00,1.000000000000000000e+03,9.000000000000000222e-01
4.000406201747436441e+00,1.144347640636419428e+01,1.970561368504623601e-01,5.929535627365112305e-01,-3.958974353855391204e-01,2.530957175798073111e-01,3.226676746868346601e-01,2.433308239089399905e+01,1.000000000000000000e+00,9.000000000000000222e-01
4.724251091690115700e+00,1.697117816035432369e+01,1.153998811979166927e-01,1.411227941513061523e+00,-1.295827990279687203e+00,1.224514908450732076e+00,2.649939121138980003e+00,3.334992863404217189e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.146878549652518231e+00,1.061951665915999676e+01,3.270980662261936178e+00,2.700728178024291992e+00,5.702524305934639770e-01,2.248964575297099644e-01,6.154634334630675330e-01,1.446848220081254865e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.837706936206496611e+00,1.308892756369083266e+01,3.982023003041626819e+00,3.525131940841674805e+00,4.568909578918238235e-01,8.852054478179378905e-02,7.680658961802055984e-01,3.002594489463803029e+01,1.000000000000000000e+03,9.000000000000000222e-01
3.935916397143220724e+00,8.778580455877943223e+00,6.057425774433489174e-01,2.098058700561523438e+00,-1.492316076924574908e+00,-5.043223516052830924e+00,2.314000847443582920e+00,1.531469557872745924e+01,1.000000000000000000e+01,9.000000000000000222e-01
4.555801141753324401e+00,9.657352283455818309e+00,-2.062564159113276507e-01,2.658433198928833008e+00,-2.864689519472729096e+00,1.273916517279553418e+01,8.702483950451981087e+00,2.226673682824526068e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.544209470701403575e+00,1.388247446988727596e+01,8.440686402706012004e+00,4.325046539306640625e+00,4.115639994529590062e+00,4.879959712771548830e-01,1.764006168169578004e+01,4.682286643019224925e+00,1.000000000000000000e+00,9.000000000000000222e-01
3.312000230395810263e+00,1.785665183544968215e+01,3.562462676293063346e+00,2.363169193267822266e+00,1.199293410009551364e+00,3.517452163813439836e-01,1.631098594969380811e+00,6.654485876296974745e+00,1.000000000000000000e+00,8.000000000000000444e-01
3.975652415767129799e+00,1.602404917063700296e+01,2.611372102343075152e+00,2.017746925354003906e+00,5.936250771512912028e-01,2.203485336519748206e-01,4.499477055815934712e-01,5.753550882231805552e+00,1.000000000000000000e+03,8.000000000000000444e-01
2.194786804308688666e+00,1.225796144395786058e+01,4.133215232391183491e+00,3.909157276153564453e+00,2.240581857155010681e-01,7.451554196908652394e-02,2.725158053501107736e-01,5.431055698785788977e+00,1.000000000000000000e+01,8.000000000000000444e-01
4.479891327903249731e+00,1.753989586486555297e+01,1.057201609441560802e-01,6.036648154258728027e-01,-4.979446725493746340e-01,4.062258390427485599e-01,8.401394187555869530e-01,3.502664429039953831e+01,1.000000000000000000e+00,9.000000000000000222e-01
3.096732485871150686e+00,1.017660673769344015e+01,1.081013879395728711e-01,2.820905208587646484e+00,-2.712803987541078765e+00,6.085329795376181572e+00,7.773157126843710962e+00,3.010606022589799835e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.625073729888429686e+00,1.555205821464468130e+01,5.704992077444322796e+00,4.223929405212402344e+00,1.481062371228464958e+00,2.712643141783391831e-01,2.412740523083229505e+00,3.408883891644870801e+01,1.000000000000000000e+01,9.000000000000000222e-01
2.002136091150526820e+00,1.184637474600139129e+01,4.551414225436387184e+00,3.898811340332031250e+00,6.526028284799434420e-01,1.440122069801599292e-01,5.140521119155332386e-01,1.299672613984567882e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.845459635541227605e+00,1.287242615435345527e+01,2.550523681910552565e-01,2.592786550521850586e+00,-2.337734268757530209e+00,-2.985172481427442293e+01,6.367755378057237792e+00,1.696716209535479436e+01,1.000000000000000000e+02,8.000000000000000444e-01
1.293545736863537243e+00,1.240990229568133074e+01,8.684552613142718869e+00,3.178240537643432617e+00,5.506311959270229650e+00,6.343314665624593118e-01,3.072817700564597132e+01,7.765731394482505046e+00,1.000000000000000000e+00,9.000000000000000222e-01
3.829712445610780502e+00,1.662164253991372576e+01,3.478258305584835064e+00,1.878826141357421875e+00,1.599432194029736021e+00,4.646401583628877452e-01,2.614298920223736111e+00,7.959275512066253278e+00,1.000000000000000000e+01,9.000000000000000222e-01
3.066819043684201329e+00,7.041656901621440312e+00,1.295398716185172994e+00,2.207040071487426758e+00,-9.116413299702799122e-01,7.459368194882861625e-01,8.377671311193285453e-01,9.689392595637951189e+00,1.000000000000000000e+02,9.000000000000000222e-01
4.324223721663683406e+00,7.284740574424035664e+00,9.065608292610685126e-01,1.777456283569335938e+00,-8.708953768222291725e-01,1.005565832432254947e+00,8.045293793260206439e-01,7.458461975541415434e+00,1.000000000000000000e+01,9.000000000000000222e-01
1.593089093574216797e+00,7.210065457513829656e+00,3.441942591787729100e+00,2.165011167526245117e+00,1.276931391478929312e+00,3.854132311804514543e-01,1.840432634160019010e+00,9.300778637580680908e+00,1.000000000000000000e+00,9.000000000000000222e-01
1.271194271308328627e+00,1.341157356854154870e+01,7.896298166004562802e+00,3.042430162429809570e+00,4.853868012515450303e+00,6.150975002672774972e-01,2.393248543879546375e+01,2.272598282154073601e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.272294740396054724e+00,6.878183319199891343e+00,4.578153584342850024e-01,2.380783557891845703e+00,-1.922968273963366670e+00,2.510914433740315310e+00,3.774044819992679045e+00,4.402701121037922150e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.556843284574532582e+00,9.834220490954180605e+00,4.247856431557683443e+00,2.836137294769287109e+00,1.411719258977918390e+00,3.254109397264147163e-01,2.333273725422923661e+00,1.965858741895981154e+01,1.000000000000000000e+03,9.000000000000000222e-01
3.646370922704927242e+00,1.382313627287122237e+01,1.892182945793511095e+00,3.800225019454956055e+00,-1.908042347842811237e+00,1.047466154323435150e+00,3.709531235105120395e+00,7.446448974650807351e+00,1.000000000000000000e+01,8.000000000000000444e-01
1.181360974675786490e+00,1.118474792833815989e+01,7.090684309902075988e+00,4.284439086914062500e+00,2.806245366039160860e+00,3.863452553027326708e-01,9.145267757228531025e+00,9.055592897515868600e+00,1.000000000000000000e+03,8.000000000000000444e-01
2.696236560919952563e+00,1.290237480150009475e+01,2.375152338804222829e+00,3.041981935501098633e+00,-6.668296294794300305e-01,3.968061607727418338e-01,7.528036868212920618e-01,9.715036564741183156e+00,1.000000000000000000e+03,8.000000000000000444e-01
3.458646875167186163e+00,1.311175099630908747e+01,3.625565740239477641e+00,2.341294050216674805e+00,1.284271710884428375e+00,3.661463948875108843e-01,1.870433212266604084e+00,1.330936998048757980e+00,1.000000000000000000e+01,9.000000000000000222e-01
4.262214770726236779e+00,1.221276671713400752e+01,5.229485548954112550e-01,2.122880458831787109e+00,-1.599931842841615159e+00,3.103518395818875009e-01,2.757468613783824019e+00,2.199787679834224008e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.679702685346829760e+00,1.699813595804894817e+01,9.153873909262696174e+00,3.177510738372802734e+00,5.976363108305017491e+00,6.545474797961763347e-01,3.596666844192416335e+01,8.724509414773146787e+00,1.000000000000000000e+02,9.000000000000000222e-01
3.269968219074566473e+00,1.763522480245747914e+01,5.109675250109912525e+00,2.263835430145263672e+00,2.845839711186171961e+00,5.585867549927637787e-01,8.273301181849893382e+00,2.429061814470165448e+00,1.000000000000000000e+02,9.000000000000000222e-01
3.235175288355445655e+00,1.794081635523210849e+01,2.174200251853348309e+00,2.086882829666137695e+00,8.731743112790713024e-02,9.376574180514206380e-02,7.623358381701472730e-02,1.304666651666382826e+01,1.000000000000000000e+01,8.000000000000000444e-01
2.413565749148245843e+00,1.590632120285206774e+01,5.775192536377433683e+00,2.995997190475463867e+00,2.779195253514769703e+00,4.841064267195113180e-01,7.856975786291374497e+00,7.560475616306540303e+00,1.000000000000000000e+02,9.000000000000000222e-01
4.143606647706976176e+00,5.814375722876408581e+00,1.283678671343971178e+00,3.137504100799560547e+00,-1.853825223819564938e+00,1.434634872914120951e+00,3.810312019131507189e+00,1.009969992282154561e+00,1.000000000000000000e+01,9.000000000000000222e-01
1.788967879132322913e+00,1.038980228243858051e+01,1.245380337718024366e+00,3.279867887496948242e+00,-2.034487654087052455e+00,1.893621637065688645e+00,4.597833143851957516e+00,4.246320499253383218e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.720957865823503852e+00,7.321645614007743497e+00,1.064022921635469965e+00,3.736757993698120117e+00,-2.672735039280095481e+00,2.866849576608357264e+00,7.447717618879339696e+00,3.028705709081666342e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.717861737448781234e+00,1.604348106638715876e+01,2.413671038453787610e+00,4.531496524810791016e+00,-2.117825089986115294e+00,1.087961386327654711e+00,4.611680773283620915e+00,3.305743548693725131e+01,1.000000000000000000e+02,9.000000000000000222e-01
4.027093550746404738e+00,1.543704135926386911e+01,-3.663380316399174608e-01,2.452984333038330078e+00,-2.819322282721860695e+00,-4.432361893406122988e+01,9.528545570947603238e+00,4.035276685378699568e+01,1.000000000000000000e+03,9.000000000000000222e-01
4.266891716434499493e+00,1.341104196158345196e+01,2.519360661192551198e+00,2.845764636993408203e+00,-3.264042052787394788e-01,1.244621730006413990e-01,2.143676523438158843e-01,6.048969740373782322e+00,1.000000000000000000e+02,9.000000000000000222e-01
4.464929955930433181e+00,1.268840550973407488e+01,2.629312394437554046e-01,1.953664779663085938e+00,-1.690733486575150213e+00,1.291709121559252438e+00,3.280822575704505084e+00,2.483947397720822536e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.276826846050863384e+00,9.069120380041308493e+00,1.048980636996327487e+00,1.510824084281921387e+00,-4.618434636768712354e-01,4.460561276629561034e-01,3.036235488526490833e-01,1.535529852920000593e+01,1.000000000000000000e+00,9.000000000000000222e-01
2.565086215630343336e+00,1.667428083130963401e+01,2.609589264104811068e+00,4.462454795837402344e+00,-1.852866071154626537e+00,1.000642173591790307e+00,3.955730231140969888e+00,3.734287047704989249e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.651948092987554073e+00,1.445477619677323666e+01,8.166484131860916040e-01,2.680844783782958984e+00,-1.864196376557332169e+00,1.704512051973708253e+00,4.219655627492839400e+00,4.353313393195691106e+01,1.000000000000000000e+02,9.000000000000000222e-01
4.089817269015293633e+00,8.645423507282213649e+00,1.683783900579691517e+00,3.924211502075195312e+00,-2.240427684942006614e+00,1.321625668184490454e+00,5.553723700168710309e+00,1.550738032138671674e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.713742596358482917e+00,1.659268310150530112e+01,2.353555515344830873e+00,1.875621557235717773e+00,4.779338776428427304e-01,2.360298819689685135e-01,3.133671996250299574e-01,2.663227575475374209e+01,1.000000000000000000e+00,8.000000000000000444e-01
1.389269953737064967e+00,1.213027808610974212e+01,6.649888554938018892e+00,3.781215667724609375e+00,2.868672621972740089e+00,4.346019878212946663e-01,8.476531025864112223e+00,1.826836404737602138e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.098631153785963654e+00,1.548742210441544742e+01,3.216665026332157229e+00,3.619450807571411133e+00,-4.027858974683111160e-01,1.294943943011075127e-01,6.317670335151621686e-01,1.551829260378904962e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.694526350684193883e+00,1.743393163053352524e+01,5.110464324081017473e+00,3.823519229888916016e+00,1.286945568049027822e+00,2.169215990374430414e-01,3.818388394535374264e+00,4.926679409967690049e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.922341327112262466e+00,5.870893021309218973e+00,7.362990083991227674e-01,1.295426368713378906e+00,-5.591274005473912956e-01,9.781394412821698969e-01,3.295771070179190909e-01,5.020257662967316570e+00,1.000000000000000000e+01,8.000000000000000444e-01
1.116401288665857194e+00,1.278140302038273823e+01,7.337915443671519711e+00,4.954123497009277344e+00,2.383792155278499525e+00,3.405878749628298285e-01,6.464850540069051021e+00,1.476831026674181579e+01,1.000000000000000000e+00,8.000000000000000444e-01
2.375119481057384352e+00,1.236447938257685131e+01,1.774586637268555922e+00,2.408895492553710938e+00,-6.343089208502643572e-01,3.531227527749619122e-01,6.055220822572500161e-01,3.002728937180077651e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.200275409187653963e+00,1.755582126211529470e+01,1.323704745723783915e+01,5.262053489685058594e+00,7.974993454952833183e+00,6.030212299728265890e-01,6.449217204280546412e+01,1.218953013318514067e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.180423010694073405e+00,8.611313892716342622e+00,4.588914279099240545e+00,2.868007898330688477e+00,1.720906431432500439e+00,3.793854055872779574e-01,3.069132298156614702e+00,2.379160546194812298e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.902981055803693700e+00,1.513311734477195181e+01,2.425091087750257834e+00,2.167063474655151367e+00,2.580276309765000553e-01,1.033945029742504296e-01,7.617589672812426216e-02,1.408984838070047374e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.310426983485541985e+00,5.613054462751632556e+00,2.300613435266124274e+00,2.565596103668212891e+00,-2.649826907538306853e-01,1.405835959591672513e-01,3.388880307390798041e-01,1.706312231992727035e+01,1.000000000000000000e+00,9.000000000000000222e-01
2.482247943661676448e+00,1.202496046789295292e+01,4.405556860140561248e+00,3.114518642425537109e+00,1.291038232616185333e+00,3.194556222021668335e-01,2.064910478002949468e+00,3.745803734031765586e+00,1.000000000000000000e+00,9.000000000000000222e-01
4.455085613217231177e+00,1.490502014504393813e+01,9.601681486622771766e-01,1.842947959899902344e+00,-8.827798067672766313e-01,-4.088099698487287270e+00,8.931006837304960033e-01,9.098114675630499804e+00,1.000000000000000000e+00,8.000000000000000444e-01
4.431770432366507251e+00,1.057059963103201738e+01,1.191262910782083351e+00,2.452269315719604492e+00,-1.261006239534631757e+00,1.314813550755997040e+00,1.617912030528221745e+00,1.169224421467042063e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.141308491759866151e+00,1.559169237134589636e+01,3.065516509751303076e+00,4.711616516113281250e+00,-1.646100477238671589e+00,5.739116250601419278e-01,2.759622781175337103e+00,7.652576034732568644e+00,1.000000000000000000e+03,8.000000000000000444e-01
2.275987753392411772e+00,5.202269006226654113e+00,1.236512463738199084e-02,2.655636548995971680e+00,-2.643271379655106390e+00,-6.132215928406436944e+01,7.234599402138684354e+00,2.136492693214607641e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.744903187474336814e+00,1.460158795235539841e+01,3.875904127084260242e+00,2.991770267486572266e+00,8.841340384116224138e-01,2.673530807752559357e-01,1.132560048939336594e+00,1.248600406271783037e+01,1.000000000000000000e+00,9.000000000000000222e-01
2.691159131344379674e+00,1.070887727419263946e+01,1.183265812552259266e+00,1.511869430541992188e+00,-3.286036202249069116e-01,2.900827318218437978e-01,1.978512941677858239e-01,2.472612692844547766e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.311122951592869512e+00,1.602245656792362638e+01,4.133577221904141119e+00,3.985496044158935547e+00,1.480810793975413930e-01,1.767513737018609477e-01,4.173151349491385886e+00,3.148809603966224557e+01,1.000000000000000000e+02,8.000000000000000444e-01
4.053042066829178225e+00,6.546579715390544507e+00,1.283903432749541995e+00,1.594442367553710938e+00,-3.105390316617168134e-01,2.934548182425303908e-01,1.867740029130536550e-01,1.231144803726881953e+00,1.000000000000000000e+03,8.000000000000000444e-01
2.113901922281652634e+00,1.155507002706224284e+01,4.211038565867349703e+00,3.743762969970703125e+00,4.672758670977801287e-01,1.051336544249068944e-01,4.670825442767105318e-01,4.788346540780381133e+00,1.000000000000000000e+02,8.000000000000000444e-01
1.709055665558125270e+00,1.730702173919372910e+01,8.938671083534321937e+00,3.945100307464599609e+00,4.993570799911582370e+00,5.604450641195974914e-01,2.528217767799212012e+01,1.037322138605778754e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.366436612303595588e+00,1.302077969558302506e+01,5.669826192607700044e+00,2.184278011322021484e+00,3.485548324336826820e+00,6.065691861800417417e-01,1.423981304570090245e+01,3.665299189439926408e+01,1.000000000000000000e+03,9.000000000000000222e-01
1.258848433786401877e+00,5.786696350034873149e+00,1.486606668593043024e+00,4.140972614288330078e+00,-2.654365859268552619e+00,2.470548065225459222e+00,7.312537027330241024e+00,2.937524495132095836e+01,1.000000000000000000e+03,9.000000000000000222e-01
4.136542273841651962e+00,1.284068054430402661e+01,2.196016047099800694e+00,2.139441013336181641e+00,5.657501290199379307e-02,7.032859553170844880e-02,6.712910286686067651e-02,8.538473156995731728e+00,1.000000000000000000e+01,9.000000000000000222e-01
