# Wo,Ar,sample_sigma,prediction,abs_error,rel_error,mse,K,G,frac
2.799395945137186370e+00,1.679548061812423043e+01,1.755900511528350805e+00,2.021847963333129883e+00,-2.659472148763158406e-01,1.720548456114001645e-01,2.183315886973510034e-01,3.742197011446678800e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.216280603137524619e+00,1.500443944284018727e+01,1.116427527177066104e+01,4.548458099365234375e+00,6.615817080018227436e+00,5.944505675706798220e-01,4.413587206655317630e+01,1.046250563720813176e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.123210050415415218e+00,7.531812946790641838e+00,9.563279738790759765e-01,2.106035232543945312e+00,-1.149707173728250487e+00,1.727224421380488817e+00,1.373833737475801398e+00,5.904324527144081181e+00,1.000000000000000000e+03,8.000000000000000444e-01
1.432113244810000463e+00,6.459759612932016282e+00,7.995743152476340043e-01,3.735968112945556641e+00,-2.936393869223496100e+00,7.359474401754046990e-01,8.630837475106686085e+00,1.409302275916813585e+01,1.000000000000000000e+01,8.000000000000000444e-01
1.174074319982434389e+00,7.698182174073092909e+00,2.109691716556832741e+00,2.831950664520263672e+00,-7.222591565796877555e-01,7.733459742697188499e-01,2.764020161768160566e+00,1.755964170414173253e+01,1.000000000000000000e+03,8.000000000000000444e-01
2.803214313492565779e+00,1.179513721537772852e+01,3.411949078420325687e+00,3.098180770874023438e+00,3.137683939730376292e-01,1.071805176624273381e-01,1.868553430348145472e-01,7.604038254850019385e+00,1.000000000000000000e+03,9.000000000000000222e-01
4.348794384646383904e+00,1.478849141383687638e+01,1.457910808215343135e+00,1.670249938964843750e+00,-2.123390800855523841e-01,5.696541894263938977e-01,1.806543453117732123e-01,1.886188028779566395e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.065269437299002586e+00,1.732519930393847929e+01,7.226386525249563597e+00,3.821222782135009766e+00,3.405163972592435861e+00,4.704563682665874325e-01,1.211646186993906937e+01,4.290673135368153979e+00,1.000000000000000000e+03,8.000000000000000444e-01
3.528309226260201381e+00,6.465982710115484089e+00,7.934462420120138582e-01,1.307583451271057129e+00,-5.141372323558431878e-01,6.405744657679418586e-01,3.422020474621357833e-01,9.366823771072658289e+00,1.000000000000000000e+00,9.000000000000000222e-01
2.157956968957864152e+00,1.499721581185260177e+01,6.129550664172289665e+00,3.689116001129150391e+00,2.440434904441950437e+00,4.010867342673686275e-01,6.139657875777213114e+00,7.616790668961352040e+00,1.000000000000000000e+03,9.000000000000000222e-01
1.257058299879036500e+00,9.180034142678357156e+00,1.671475472112534888e+00,2.650720596313476562e+00,-9.792451033393160253e-01,1.669364333769404185e+00,3.114369866295777278e+00,2.199719518310690347e+01,1.000000000000000000e+02,8.000000000000000444e-01
3.629519082079326164e+00,1.755262746603386859e+01,9.093914096982669282e-01,2.633455514907836914e+00,-1.724064036664228583e+00,-3.409848183565987512e+00,3.330433627223835735e+00,3.630139876175385893e+01,1.000000000000000000e+01,9.000000000000000222e-01
2.766468016101012672e+00,1.400224666767736714e+01,1.950818953926547250e+00,1.639983415603637695e+00,3.108355845165092224e-01,1.711483261522999122e-01,1.096208947258904498e+00,1.255701155040262940e+01,1.000000000000000000e+03,8.000000000000000444e-01
3.277043758255415717e+00,7.546514063961417662e+00,1.684353116109776449e+00,2.194072484970092773e+00,-5.097193301172969759e-01,3.200897439889521801e-01,3.628939195722534206e-01,2.349740408739551700e+00,1.000000000000000000e+01,8.000000000000000444e-01
2.304377101997794330e+00,1.573134657799663572e+01,3.867535527427336639e+00,3.448242902755737305e+00,4.192927707029790452e-01,9.818333318689369260e-02,3.051412643764419563e-01,2.796036787050415739e+01,1.000000000000000000e+02,9.000000000000000222e-01
4.259892899095511609e+00,1.321952418635507165e+01,1.294801738040406658e+00,1.167353987693786621e+00,1.274477689730716956e-01,2.502652953567155447e-01,2.195089077221178686e-01,7.374515586491838803e+00,1.000000000000000000e+02,8.000000000000000444e-01
2.197621801947278630e+00,1.618506337297026931e+01,4.414638203102441594e+00,2.985808849334716797e+00,1.428829452115388365e+00,3.401626188537134055e-01,2.335856817709251576e+00,1.066281928624755082e+01,1.000000000000000000e+00,8.000000000000000444e-01
3.048070876833333553e+00,1.797854137659483342e+01,3.269636895233189566e+00,3.121689796447753906e+00,1.479470630226487060e-01,6.556441033904851501e-02,1.101927213294622565e-01,2.509671299484057982e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.762826691211072383e+00,1.492001973670095794e+01,5.264487026553912763e+00,3.332268476486206055e+00,1.932218228202624788e+00,3.774090429150528392e-01,4.101836950151882100e+00,1.152804825615866946e+01,1.000000000000000000e+00,8.000000000000000444e-01
1.808531794810437798e+00,1.584304206955814109e+01,8.604759183556415891e+00,4.221450328826904297e+00,4.383308720619060850e+00,5.104619630656415108e-01,1.977500526743210685e+01,1.110273076578330631e+00,1.000000000000000000e+03,9.000000000000000222e-01
4.008798268315696411e+00,1.651669108587559265e+01,9.880518200265800410e-02,2.411240577697753906e+00,-2.312435368873005714e+00,5.066140638327518708e+00,6.632545098884887302e+00,3.871656797767620617e+01,1.000000000000000000e+03,9.000000000000000222e-01
1.287384645580775810e+00,1.126425744336821211e+01,8.161424111591070840e+00,3.163735628128051758e+00,4.997688522206038542e+00,6.139130973915519762e-01,2.523172836074935432e+01,5.014387264169934078e+00,1.000000000000000000e+03,9.000000000000000222e-01
2.163358418720893184e+00,7.565830375308041589e+00,1.359072759382146334e+00,2.821810245513916016e+00,-1.462737524874788919e+00,1.356329885318675377e+00,2.180316686969659745e+00,2.030150226324261453e+01,1.000000000000000000e+02,9.000000000000000222e-01
4.069157445435134690e+00,5.602853528507013792e+00,9.651749403567426722e-01,1.069917559623718262e+00,-1.047426140515692189e-01,2.100817211851466193e-01,5.269654721894982685e-02,1.605912034811408873e+00,1.000000000000000000e+03,8.000000000000000444e-01
3.601804017357936427e+00,1.531245313791571760e+01,6.111440341403290288e-01,3.243453979492187500e+00,-2.632309939391393794e+00,-2.730324503037500072e+00,7.460145589595152948e+00,3.468729276189455391e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.456990273110093881e+00,1.377534126693170968e+01,3.947802269983114343e+00,2.671388149261474609e+00,1.276413989591421494e+00,3.296201102750505041e-01,1.716556359220027250e+00,1.496385459091552761e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.748446353583148483e+00,9.410160426128562960e+00,1.514277590374223381e+00,2.008034467697143555e+00,-4.937569235165201742e-01,3.414788798855000751e-01,2.469507084964005228e-01,9.711054440110357788e+00,1.000000000000000000e+02,9.000000000000000222e-01
1.753874300328886804e+00,1.563108386865798138e+01,7.591028810716636599e+00,3.890761613845825195e+00,3.700267107463843352e+00,4.861956353839741451e-01,1.432542623861020203e+01,4.873803091735799953e+00,1.000000000000000000e+03,8.000000000000000444e-01
3.239517238686417500e+00,1.191827051483844713e+01,2.030247366968155109e+00,3.274192810058593750e+00,-1.243945520576476893e+00,6.561107105856756050e-01,1.554974112798092278e+00,1.589651810030233925e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.455141643216154801e+00,1.349482837847670424e+01,1.060599379834143985e+00,2.110995531082153320e+00,-1.050396207872421828e+00,7.802902884615141588e-01,1.507771885281338431e+00,1.148508724436491946e+01,1.000000000000000000e+02,8.000000000000000444e-01
3.227321948067017221e+00,1.657670446672400644e+01,3.492903274720826068e-01,3.542057752609252930e+00,-3.192767663555749369e+00,2.626633837247347891e+00,1.077896359094902401e+01,4.396686511660367103e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.708938362968925873e+00,1.028783973103398708e+01,1.514846111139267704e+00,1.697987318038940430e+00,-1.831412620339692154e-01,1.149547031805315811e-01,1.432846961356288307e-01,3.919230860998385424e+01,1.000000000000000000e+00,9.000000000000000222e-01
4.509059705629528736e+00,1.398622143353273017e+01,1.553539110544848834e+00,2.489264965057373047e+00,-9.357261301840065215e-01,7.725024856455121602e-01,9.198342495759630477e-01,1.509721988498952250e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.521689986227765079e+00,7.041187272739991343e+00,1.824875869981637866e+00,2.411174058914184570e+00,-5.862980414110510186e-01,3.207646251322066600e-01,5.651389316948467467e-01,1.497506114568926794e+00,1.000000000000000000e+01,9.000000000000000222e-01
3.337673046032464175e+00,1.228426137634470550e+01,-4.849237538435621220e-01,2.654016494750976562e+00,-3.138940054879442609e+00,-1.457065195576806005e+01,1.052885141909700906e+01,3.834053261728154638e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.695057327519961632e+00,1.245860312306432149e+01,7.202691572126921349e-01,2.907732009887695312e+00,-2.187462924200576531e+00,2.300927868166144474e+00,5.076869707183041314e+00,1.078541020735637801e+01,1.000000000000000000e+03,8.000000000000000444e-01
2.740870524584734902e+00,7.899583170305380264e+00,3.999662007140937225e-01,3.168949842453002930e+00,-2.768983826513307545e+00,1.926007667026923498e+00,7.883464403516427410e+00,2.381838890922628593e+01,1.000000000000000000e+03,9.000000000000000222e-01
1.206931069206433449e+00,9.342758729235875137e+00,6.887350334601135771e+00,4.358220100402832031e+00,2.529130505399437734e+00,3.790152853724745863e-01,7.098843545813830147e+00,7.287463066130393408e+00,1.000000000000000000e+00,9.000000000000000222e-01
2.528306329710781952e+00,1.289251374767443714e+01,2.153559290626593459e+00,2.383402824401855469e+00,-2.298434264869013144e-01,2.251843116985511872e-01,2.873729731227680495e-01,2.793908742990829097e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.089484065438604876e+00,8.067571121136346335e+00,1.922998338582396105e+00,3.481402635574340820e+00,-1.558404341695428519e+00,8.859016658937226563e-01,2.434795516567873186e+00,1.839192262896261454e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.270943922929955949e+00,1.439600765425155871e+01,1.487596396212282457e+00,2.676308393478393555e+00,-1.188712101574239011e+00,8.525186647199044510e-01,1.657873010896544486e+00,4.256181352625681313e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.604876044937162405e+00,1.765500186121143855e+01,7.655862042633484243e+00,3.780685424804687500e+00,3.875176406232307524e+00,5.082589227326306247e-01,1.525828963335277422e+01,1.236288598212844647e+01,1.000000000000000000e+01,8.000000000000000444e-01
3.862067406515074186e+00,1.264271366425083087e+01,2.452006990929021413e+00,2.530817747116088867e+00,-7.881077704869317302e-02,4.737968764514871589e-02,4.580669716337951863e-02,7.968845757541156871e+00,1.000000000000000000e+02,9.000000000000000222e-01
3.610589553470468616e+00,1.194479225927615218e+01,1.015521491195495285e+00,2.986514806747436523e+00,-1.970993434761230789e+00,-9.360375543797043729e-01,4.050455581286495743e+00,2.134184387436347663e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.843137422164569550e+00,1.646500698960311837e+01,3.207861548103982496e+00,3.085881471633911133e+00,1.219800407072844789e-01,1.673160319315145084e-01,2.250422442622246333e+00,2.255142633279248798e+01,1.000000000000000000e+02,8.000000000000000444e-01
3.010630617414567833e+00,1.781305994480109689e+01,5.754293364384842846e+00,2.500155687332153320e+00,3.254137706855011913e+00,5.658653942376384860e-01,1.087764593800008939e+01,1.343182326412415417e+00,1.000000000000000000e+00,9.000000000000000222e-01
3.599424450601987679e+00,1.223201161595570774e+01,1.225753689121547030e+00,2.385763645172119141e+00,-1.160010134864506437e+00,1.405660327127121079e+00,1.458707214524040952e+00,2.093881042125359926e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.699396714058951208e+00,1.040431442659775740e+01,5.955694528737888405e+00,3.185925722122192383e+00,2.769769092717991210e+00,4.663784952255022320e-01,8.019803199249803782e+00,1.224608283260752994e+00,1.000000000000000000e+03,9.000000000000000222e-01
4.416817274051322073e+00,1.424380951344550716e+01,9.012603787730981697e-01,9.232043027877807617e-01,-2.194396983575346710e-02,-1.357194988165633665e-01,1.222368217022387071e-01,2.122996631825105496e+01,1.000000000000000000e+00,9.000000000000000222e-01
4.682597098053905782e+00,1.150727357668362849e+01,5.752089763011454249e-01,2.139645338058471680e+00,-1.564436512259054224e+00,8.409714613201438871e-01,2.517350461564527464e+00,7.531302877890221126e+00,1.000000000000000000e+01,8.000000000000000444e-01
1.777771922705015495e+00,1.129025951532517524e+01,2.724301322630927613e-01,1.945556402206420898e+00,-1.673126274413676340e+00,1.243670117247158258e+00,2.949248267012043012e+00,2.246520035639921531e+01,1.000000000000000000e+00,8.000000000000000444e-01
2.036971786384293548e+00,1.760232002365160042e+01,4.421288283021111987e+00,3.597136735916137695e+00,8.241519553967913136e-01,1.713387409262159822e-01,1.078131540242975861e+00,3.950329543778497765e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.340350172365492476e+00,6.093845959857587147e+00,2.288669302886607859e+00,2.238529682159423828e+00,5.013983679402148758e-02,9.700268182478159751e-02,2.142534926904943460e-01,1.085923662779119780e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.737750671255464230e+00,1.174755836070259996e+01,2.171387107278048401e+00,3.869695186614990234e+00,-1.698308031653226191e+00,8.104957810354076475e-01,3.041395238151440417e+00,4.095017986581822811e+01,1.000000000000000000e+01,9.000000000000000222e-01
2.775489174351375432e+00,1.794564338245741197e+01,3.990620559131664802e+00,3.252791643142700195e+00,7.378292765970653200e-01,2.025014262718337343e-01,6.469994364642207563e-01,2.239274820996522308e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.049045661140874941e+00,1.657962366279762279e+01,1.274024285939125534e+01,5.238462924957275391e+00,7.501779850987477793e+00,5.902189960439260252e-01,5.693680472295593376e+01,2.838785609564591894e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.439989871084406126e+00,1.591965930985320909e+01,2.315395541366156884e+00,2.371200084686279297e+00,-5.580468786138638448e-02,1.020751204874197765e-01,1.143425049610643784e-01,2.222317981308859203e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.229889619446935978e+00,1.212832137443022162e+01,3.328547000659706434e+00,2.540777683258056641e+00,7.877693069708378015e-01,2.493901421475620273e-01,8.268578395608001674e-01,1.476824601786776103e+00,1.000000000000000000e+01,8.000000000000000444e-01
1.118094699814309312e+00,1.297654446283619833e+01,2.224606728291497859e+00,3.694803714752197266e+00,-1.470196986460699184e+00,6.118229631451149730e-01,1.101442683433786307e+01,3.686783276526380604e+01,1.000000000000000000e+03,8.000000000000000444e-01
1.809760661969554985e+00,7.138397014122521256e+00,1.056094766587238665e+00,1.630558729171752930e+00,-5.744638523159213417e-01,7.768105103444586934e-01,4.053846695579846338e-01,1.106119276527958561e+01,1.000000000000000000e+01,8.000000000000000444e-01
1.221878058621800989e+00,9.721112815221847114e+00,5.864213074030999451e+00,4.020236968994140625e+00,1.843976325574045116e+00,3.141520968440284500e-01,3.613337427340339580e+00,1.932925425116969009e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.020061460952447874e+00,1.613388137085419771e+01,4.919557010823140786e+00,2.350958347320556641e+00,2.568598565154920799e+00,5.244321767634578801e-01,6.741363317618310980e+00,3.810473793671603104e+00,1.000000000000000000e+02,9.000000000000000222e-01
2.317875979613384096e+00,7.816772398182995296e+00,2.141561298885837239e+00,2.849785089492797852e+00,-7.082237041802258437e-01,3.443228566608002028e-01,6.014929636309532812e-01,4.685663905980579358e+00,1.000000000000000000e+01,8.000000000000000444e-01
1.887475074955392795e+00,1.478233944471989147e+01,3.457358650010083245e+00,3.134564876556396484e+00,3.227938658408861516e-01,1.132672192914936649e-01,1.699105973182374885e-01,3.897074663943688222e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.916138001923166634e+00,1.345103968119693860e+01,3.595776559020100738e+00,3.946460723876953125e+00,-3.506843496312516129e-01,1.424234124765520748e-01,2.815642044418165679e-01,3.213245062937291152e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.603235721046155415e+00,9.562953316031208573e+00,1.148455404082380893e+00,1.546021580696105957e+00,-3.975662496294148918e-01,4.156021892677624341e-01,1.710570694776069323e-01,5.955480456179851778e+00,1.000000000000000000e+01,8.000000000000000444e-01
3.522680080322220686e+00,8.622090649917840466e+00,1.815176341954292338e+00,2.474313259124755859e+00,-6.591368441547734713e-01,3.567682999865203208e-01,6.860222071202317640e-01,5.557799375281515353e+00,1.000000000000000000e+00,9.000000000000000222e-01
2.715597220882085772e+00,1.155726569916694402e+01,-7.982662841275948995e-02,2.596497297286987305e+00,-2.676323930170095178e+00,8.226821591087623631e+01,8.601822228046051677e+00,4.127401401914604406e+01,1.000000000000000000e+03,9.000000000000000222e-01
3.530261404074486631e+00,1.239270344219664466e+01,1.087171571658832603e+00,1.144842505455017090e+00,-5.767098297001651414e-02,2.152510613496025904e-01,7.007507992389785945e-02,2.174645980126029698e+01,1.000000000000000000e+00,9.000000000000000222e-01
4.749808801995268226e+00,6.841751880268828856e+00,3.566070314521776474e-01,9.585401415824890137e-01,-6.019331730877174325e-01,8.127531820017204200e-01,4.305184858876045517e-01,1.071629606728327744e+01,1.000000000000000000e+03,9.000000000000000222e-01
3.381329454329675244e+00,1.586345980781849718e+01,9.477747688812930837e-01,2.499157428741455078e+00,-1.551382813342122358e+00,-2.352163066545295944e+00,2.671460132302896362e+00,3.450192631277255373e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.964372797207023069e+00,9.563745384247852144e+00,2.171745320253775924e-01,5.719016194343566895e-01,-3.547270449406697002e-01,1.054226369487846482e-01,2.303146610212906675e-01,2.007460197607589691e+01,1.000000000000000000e+00,9.000000000000000222e-01
2.824678051975513249e+00,1.575006213719467318e+01,3.481935755437362445e+00,3.319434642791748047e+00,1.625010470805046958e-01,4.273321929730607843e-02,4.424124963366057178e-02,1.999526917050653907e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.828958462795461593e+00,1.076853928558223217e+01,5.470340860348326117e+00,3.318875789642333984e+00,2.151464802485090644e+00,3.957865309768460182e-01,4.898141499202287363e+00,3.577055865905095722e+00,1.000000000000000000e+02,9.000000000000000222e-01
4.378773854540490618e+00,1.500247040699771617e+01,3.004570242587497830e+00,2.896355628967285156e+00,1.082146851457862075e-01,8.296019336662077692e-02,2.549674160652860566e-01,1.521120677672160193e+00,1.000000000000000000e+01,8.000000000000000444e-01
1.960514269885067051e+00,1.430412794118801934e+01,5.012570090610876106e-01,1.154483079910278320e+00,-6.532260738294228819e-01,-2.985408054430604419e-01,5.415335597361419229e-01,2.510575705618206754e+01,1.000000000000000000e+00,8.000000000000000444e-01
2.669410516268406308e+00,1.425054211878219057e+01,6.429109527591313489e-01,4.313859939575195312e+00,-3.670948992776528197e+00,1.279030914845341016e+01,1.405607740469233136e+01,4.408437872212917341e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.352574230519972165e+00,1.557422657670894850e+01,2.430249470762515074e+00,3.367544651031494141e+00,-9.372951117236375529e-01,4.111581263868674396e-01,1.004640690678527459e+00,3.775710986254942014e+01,1.000000000000000000e+01,9.000000000000000222e-01
1.838508030049912811e+00,1.282396686592275437e+01,3.777864278693583877e+00,2.953264713287353516e+00,8.245996607736623130e-01,2.169001513234307121e-01,7.817586961115831068e-01,1.203559944099491474e+01,1.000000000000000000e+01,8.000000000000000444e-01
3.964643295992804628e+00,1.769025669229111486e+01,1.820872165125059228e+00,2.153859853744506836e+00,-3.329879091566330662e-01,7.701908430883619427e-01,4.916438269073433176e-01,2.571541033249396335e+01,1.000000000000000000e+03,9.000000000000000222e-01
3.285616265547690595e+00,8.961251356197116991e+00,6.206134433018013485e-01,2.726780652999877930e+00,-2.106167218638772987e+00,-3.786400976075492975e-01,4.543857567785480001e+00,2.024093727079734251e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.056542807039634990e+00,8.481752162066721112e+00,3.353864351742065875e+00,3.722211360931396484e+00,-3.683470747544399515e-01,1.226070853023232959e-01,6.432873202519389100e-01,4.013446682893064832e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.052520031926353905e+00,9.336537583819154662e+00,7.223015283961139232e+00,3.842818021774291992e+00,3.380197172779880077e+00,4.705509801142346293e-01,1.171593237778118279e+01,1.433259662516719324e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.543660552295657240e+00,1.512388821902609592e+01,3.866636270488812865e+00,2.402026891708374023e+00,1.464609287883355870e+00,3.822740508474908316e-01,2.276888564494959688e+00,3.715462325513724906e+00,1.000000000000000000e+03,9.000000000000000222e-01
4.880686772597033318e+00,1.094508989995253501e+01,1.759807994085733185e+00,7.127907872200012207e-01,1.047017250451628412e+00,6.035628177376574088e-01,1.104363626478249927e+00,4.738427590941684642e+00,1.000000000000000000e+03,9.000000000000000222e-01
2.980477391665147469e+00,1.776775284400116561e+01,7.093065314241309149e-01,2.296679735183715820e+00,-1.587373138194475564e+00,1.193974148048171591e+00,2.866038486287221243e+00,2.024306751252572312e+01,1.000000000000000000e+01,8.000000000000000444e-01
2.366201644903415779e+00,9.824949396608333885e+00,1.966489294742172600e+00,2.886824369430541992e+00,-9.203352743639291456e-01,5.812700166601656449e-01,9.723401192687169958e-01,2.105225805907497616e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.880365488636232207e+00,1.740963301235652949e+01,5.836127590545294730e-01,2.783288478851318359e+00,-2.199675570785176948e+00,2.359197280729127044e+00,7.144233871783138845e+00,2.187411257700495426e+01,1.000000000000000000e+03,8.000000000000000444e-01
4.004048503234176160e+00,1.436185612746222695e+01,2.812158909445825028e+00,2.116425275802612305e+00,6.957337468920378187e-01,2.538044965201028402e-01,5.065554153510399837e-01,7.551425122622140940e+00,1.000000000000000000e+03,9.000000000000000222e-01
2.962807872338557136e+00,1.722900968275315847e+01,1.792131701055018400e+00,1.954606413841247559e+00,-1.624747381182033157e-01,1.282871814056566473e-01,1.667831180368784527e-01,3.554774925593940793e+01,1.000000000000000000e+00,9.000000000000000222e-01
1.214776468761811667e+00,1.428706385208921148e+01,9.871128273073274784e+00,3.915932416915893555e+00,5.955195924702723076e+00,6.015971551731442712e-01,3.689189882951555433e+01,6.965046472654956133e+00,1.000000000000000000e+03,8.000000000000000444e-01
1.917515752786842054e+00,1.353181846677614253e+01,2.432674007445451814e+00,4.135258674621582031e+00,-1.702584747642400531e+00,1.128017868493276676e+00,3.964087224296635181e+00,4.398695860808422964e+01,1.000000000000000000e+03,9.000000000000000222e-01
3.471938441428062294e+00,1.090325674230743047e+01,2.773425134537468750e+00,2.791625976562500000e+00,-1.820074665759973190e-02,7.323109200341255953e-02,1.885689785783096206e-01,3.405178518933283272e+00,1.000000000000000000e+02,9.000000000000000222e-01
1.575949976402061914e+00,1.239434772238428195e+01,6.334714721916450131e+00,3.580973863601684570e+00,2.753741183160079320e+00,4.308175130898616589e-01,8.217581049589773201e+00,5.740591310511073964e+00,1.000000000000000000e+03,8.000000000000000444e-01
1.231435499731060368e+00,9.165994445076840691e+00,5.293095718410993022e+00,3.360572338104248047e+00,1.932523445871854095e+00,3.637594993556939049e-01,3.982476078492853677e+00,1.990486478721376784e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.473059319760099850e+00,7.907295409838043909e+00,3.109449134526696135e-01,2.228976726531982422e+00,-1.918031765395597166e+00,1.853172533658696608e+00,3.858508329035428286e+00,1.905405986358707793e+01,1.000000000000000000e+03,9.000000000000000222e-01
4.655909018143303157e+00,1.421306053420452642e+01,-5.072036887725506205e-01,1.897769570350646973e+00,-2.404973148854605114e+00,-4.915129655172776779e+00,7.359238797290634793e+00,3.449794393991108166e+01,1.000000000000000000e+03,9.000000000000000222e-01
3.388720026378214012e+00,1.576504981535630101e+01,1.415065475479359014e-01,2.016717433929443359e+00,-1.875211173973918566e+00,1.209181218566929417e+01,4.802761068686860924e+00,1.801170402782660673e+01,1.000000000000000000e+02,8.000000000000000444e-01
1.880201626445822782e+00,8.124396147973277138e+00,-7.632720448163032856e+00,3.959885120391845703e+00,-1.159260552087116380e+01,-1.520396565438499881e+00,1.349968023186150390e+02,4.257462898070106405e+01,1.000000000000000000e+00,8.000000000000000444e-01
2.252776882452122820e+00,7.486279232079691148e+00,7.611368520653749581e-01,2.979836463928222656e+00,-2.218699507554719563e+00,-1.154649659473506063e+00,5.019633373480751004e+00,2.425093962653648205e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.673172752791910245e+00,1.205517102383310757e+01,6.483985579467637095e+00,3.257057189941406250e+00,3.226928416348320727e+00,4.982073464023601406e-01,1.083756959620373905e+01,6.159965202711898513e+00,1.000000000000000000e+00,9.000000000000000222e-01
2.816660804741101920e+00,1.061075594016026713e+01,-1.220843469901193440e-01,2.909593105316162109e+00,-3.031677666883002331e+00,1.512507956961691136e+01,9.474981773999173740e+00,1.500760055690526329e+01,1.000000000000000000e+01,8.000000000000000444e-01
3.849464354473633776e+00,9.469821831073231166e+00,3.503573433219971944e-01,2.040239095687866211e+00,-1.689881886476319650e+00,9.616873022934740334e+00,3.039461245806331924e+00,8.571336714472399976e+00,1.000000000000000000e+02,8.000000000000000444e-01
2.817411582192532293e+00,1.383190527884281984e+01,4.319573017771010548e+00,1.936080694198608398e+00,2.383492211813693640e+00,5.526490807300055152e-01,5.851423488613098911e+00,2.086923057226178102e+00,1.000000000000000000e+01,8.000000000000000444e-01
4.520843914718200907e+00,1.313606540322108707e+01,6.613661631448208844e-02,1.563472509384155273e+00,-1.497336059962678600e+00,1.272998473089514304e+00,2.834643722320513870e+00,2.727146471360147473e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.625421133493125669e+00,1.734541019286448105e+01,8.453020593560776064e+00,3.600020647048950195e+00,4.853000217712960307e+00,5.759611173654747285e-01,2.386634949208427514e+01,2.062072473487022961e+01,1.000000000000000000e+02,9.000000000000000222e-01
3.719543442583431503e+00,1.711429675022227315e+01,2.469964746121878996e+00,2.303882122039794922e+00,1.660825585169746765e-01,9.729748440614570393e-02,7.828906990979059288e-02,1.973654635174758809e+01,1.000000000000000000e+01,9.000000000000000222e-01
3.659552517707899799e+00,7.083203758658290994e+00,1.676455300090416767e+00,2.779422760009765625e+00,-1.102967546346083294e+00,6.484726814792048932e-01,1.441106159921743401e+00,2.401347831664375043e+00,1.000000000000000000e+03,9.000000000000000222e-01
2.081707149319534267e+00,9.360274785818509358e+00,1.858295492907038549e+00,2.399840831756591797e+00,-5.415454774303524177e-01,4.772550629683406376e-01,6.638010028518966932e-01,2.528014395969493933e+01,1.000000000000000000e+03,9.000000000000000222e-01
2.193952157010002235e+00,1.491825685450907990e+01,5.076871172864194648e+00,4.041213989257812500e+00,1.035657228309865507e+00,2.064818494164545604e-01,1.134642891106376172e+00,1.626818307228302274e+01,1.000000000000000000e+02,9.000000000000000222e-01
2.295206212623547959e+00,1.756990572813386109e+01,4.850817146549916359e+00,3.360061645507812500e+00,1.490755545745586996e+00,3.060448048649789810e-01,2.370233229652969786e+00,2.647987958435598443e+01,1.000000000000000000e+02,9.000000000000000222e-01
1.425778716516711064e+00,1.707047217342518053e+01,9.242651418952862130e+00,3.426301479339599609e+00,5.816349927692333388e+00,6.308652597012682772e-01,3.414758877579757979e+01,1.000462535388982133e+01,1.000000000000000000e+01,8.000000000000000444e-01
2.356767307526611788e+00,1.143310053110060664e+01,2.268318229320482882e+00,2.370004177093505859e+00,-1.016859611840677802e-01,4.083433831062519698e-02,4.086730257406626099e-02,2.341120531195573662e+01,1.000000000000000000e+01,9.000000000000000222e-01
2.170908411153158024e+00,1.283245345112274549e+01,3.033376995749957672e+00,3.012249469757080078e+00,2.112732035685283005e-02,4.436011652163277669e-02,5.448777544495919667e-02,1.093835522688386952e+01,1.000000000000000000e+01,8.000000000000000444e-01
3.427199290517889629e+00,6.834505756905654650e+00,1.636104305210739795e+00,2.246667623519897461e+00,-6.105633496015963058e-01,3.871229057851837130e-01,5.371041430506208192e-01,1.279888784504630506e+00,1.000000000000000000e+01,8.000000000000000444e-01
