# Wo,Ar,sample_sigma,prediction,abs_error,rel_error,mse
1.682110176073992491e+00,9.302596070696152353e+00,4.978597530015567152e+00,5.145590782165527344e+00,-1.669932521499600253e-01,4.721851502998003491e-02,5.970805722588509029e-02,2.789035407624541385e+00,2.447343269471538019e+00,8.000000000000000444e-01,5.530313176279691767e+00
4.233875478366563527e+00,1.983207445174423000e+01,4.113044822563219682e+00,5.214376449584960938e+00,-1.101331627021741477e+00,2.730964621654238811e-01,1.294325177403593097e+00,3.326504905230522890e+00,8.934041923236968330e+00,8.000000000000000444e-01,4.684142118273983968e+00
2.041423343957515790e+00,5.378750573806929225e+00,2.026692099781728373e+00,5.135293960571289062e+00,-3.108601860789560689e+00,1.552822021389682616e+00,9.700092260332770167e+00,3.208565814532178706e+00,3.200051621459131024e+00,8.000000000000000444e-01,2.634804088886164575e+00
3.326145997378705754e+00,1.452602216314519623e+01,2.816039320649283972e+00,5.110251426696777344e+00,-2.294212106047493371e+00,8.353861311695156555e-01,5.379155819292171792e+00,9.392281477563839687e+00,7.274470844620410936e+00,8.000000000000000444e-01,4.367223259169312755e+00
1.812970999272886630e+00,1.138591502930212229e+01,5.442559823381166950e+00,5.140505313873291016e+00,3.020545095078757125e-01,5.271031672520753997e-02,1.879203088118296394e-01,4.387664091529123844e+00,5.339637184638544198e+00,8.000000000000000444e-01,6.280252157297926630e+00
3.019068146587688517e+00,1.353890051395624639e+01,3.585174045287922606e+00,5.123077869415283203e+00,-1.537903824127360375e+00,4.365845053863383063e-01,2.446376144618909620e+00,5.080708774158739338e+00,6.040566674097590294e+00,8.000000000000000444e-01,4.484463369685322220e+00
3.046085744527527783e+00,1.712823092770818079e+01,5.254075725886254489e+00,5.163810253143310547e+00,9.026547274294408063e-02,2.135204762045596338e-02,4.385027041036838880e-02,1.872592857130989774e+00,2.976630349542439102e+00,8.000000000000000444e-01,5.623029804226638007e+00
4.089732778043876138e+00,1.091176315927109641e+01,2.109363629363143922e+00,5.105797290802001953e+00,-2.996433661438858032e+00,1.440316609789595415e+00,9.024260720904354827e+00,3.374363361267627148e+00,6.978243091759382288e+00,8.000000000000000444e-01,2.668087073525181818e+00
4.757155791374314546e+00,1.705269638161565382e+01,2.727885050271100731e+00,5.213919639587402344e+00,-2.486034589316301613e+00,9.262253439141552303e-01,6.250796159280878506e+00,5.559948185184223846e+00,8.150182779675914091e+00,8.000000000000000444e-01,3.584641144722575223e+00
1.739115045682050997e+00,6.536767078103405737e+00,2.130284967079101310e+00,5.141878604888916016e+00,-3.011593637809814261e+00,1.417223324532525863e+00,9.076949007108007450e+00,8.612303002935465912e+00,9.823751082474839746e-01,8.000000000000000444e-01,3.758674329414358972e+00
2.950784610408279107e+00,5.888728632790124706e+00,6.276840119667912443e-01,5.074926853179931641e+00,-4.447242841213141062e+00,1.445882394041198893e+01,1.988395492442414181e+01,8.911443133226239155e+00,7.378233305629294136e+00,8.000000000000000444e-01,1.995648415685393973e+00
2.703572055143419028e+00,6.137027351215047943e+00,1.959413047998889823e+00,5.140050411224365234e+00,-3.180637363225475411e+00,1.631564641487233347e+00,1.012984302084404042e+01,1.567896750613056556e+00,1.727175329773656509e+00,8.000000000000000444e-01,2.269969960497129069e+00
4.760154369758829773e+00,1.554945195768189592e+01,2.559394518791994422e+00,5.175496578216552734e+00,-2.616102059424558313e+00,1.034979495607224020e+00,6.894377657239577850e+00,4.526891512413171448e+00,6.773052611069660500e+00,8.000000000000000444e-01,3.266585650345137815e+00
3.164879755553766660e+00,1.574391075162030695e+01,3.391364736230085608e+00,5.156584262847900391e+00,-1.765219526617814783e+00,5.208404565331850034e-01,3.118632533532124995e+00,8.935884932744356135e+00,6.253889185346667157e-01,8.000000000000000444e-01,4.974568377832588872e+00
2.180184100458050889e+00,1.424259141119041772e+01,5.755541877602780687e+00,5.150252819061279297e+00,6.052890585415011682e-01,1.043886734035086583e-01,3.966744187277195244e-01,4.055955834533938820e+00,2.286260511208373813e+00,8.000000000000000444e-01,6.532747123602123729e+00
3.418411107185141518e+00,1.974692083562537803e+01,4.435857676175338327e+00,5.193746089935302734e+00,-7.578884137599644077e-01,1.776023536143703230e-01,6.443758366155313277e-01,7.744846647730861733e+00,4.806007569582168237e+00,8.000000000000000444e-01,5.776637220175016019e+00
1.712862347043712319e+00,1.760807867787665870e+01,9.142012936643608256e+00,5.165870189666748047e+00,3.976142746976860654e+00,4.336072913368042014e-01,1.602284304962446626e+01,6.088115868672344888e+00,8.490747599360803477e+00,8.000000000000000444e-01,1.027991461676242757e+01
3.666705266116046413e+00,1.530393507480075321e+01,2.884200778111197128e+00,5.121734619140625000e+00,-2.237533841029427872e+00,7.922149770757561660e-01,5.103793069090476031e+00,7.869604655884698374e+00,7.161022422102794494e+00,8.000000000000000444e-01,4.173756537299065705e+00
