# Wo,Ar,sample_sigma,prediction,abs_error,rel_error,mse
4.619655867002362193e+00,1.279276699679198970e+01,2.473172002116393209e+00,2.931511402130126953e+00,-4.583394268358237378e-01,1.860147984010244726e-01,2.162148215038136867e-01,1.628261074244796713e+00,3.875317524000272407e+00,8.000000000000000444e-01
1.666806191748341881e+00,8.483785112652235227e+00,5.054439455582446783e+00,2.931511402130126953e+00,2.122928026630229947e+00,4.201840730472915508e-01,4.530056666517553232e+00,1.336018173466433923e-01,2.284701230136937600e+00,8.000000000000000444e-01
2.591695518627724404e+00,1.919029642931874236e+01,6.884656793968710886e+00,2.931511402130126953e+00,3.953145365016493606e+00,5.742007286068838701e-01,1.567612265296522267e+01,2.726688158309908516e+00,9.253350862872048666e+00,8.000000000000000444e-01
4.803810878984162258e+00,7.832520041472476713e+00,8.377732474944036278e-01,2.931511402130126953e+00,-2.093738181457813319e+00,2.904405751495178656e+00,4.420799562795293625e+00,5.627360078706041158e+00,7.451199120449197189e+00,8.000000000000000444e-01
2.702861588101383994e+00,1.367528570076142458e+01,4.007220751687073701e+00,2.931511402130126953e+00,1.075709322734855977e+00,2.673421103990294423e-01,1.180663147677660119e+00,5.905752185321286873e+00,6.783612922410641843e+00,8.000000000000000444e-01
4.321825199423744657e+00,1.357353335394287264e+01,2.806325894476889182e+00,2.931511402130126953e+00,-1.251855344753282362e-01,4.823874868279132144e-02,2.266003348958133684e-02,1.779127253197713143e+00,2.859961802346285609e+00,8.000000000000000444e-01
1.552612980617622984e+00,1.042948882715781167e+01,5.471175857811337195e+00,2.931511402130126953e+00,2.539664428859119916e+00,4.645719632767029705e-01,6.454689443839249918e+00,6.458920822394454753e+00,2.290530728258335813e+00,8.000000000000000444e-01
3.533569256066980024e+00,1.488996576475108746e+01,3.924896930036587239e+00,2.931511402130126953e+00,9.933855010843697375e-01,2.526766460046924179e-01,1.002795451235141133e+00,1.463852635943212022e+00,8.383555539322202321e+00,8.000000000000000444e-01
4.089591012172109075e+00,1.878451920710562462e+01,4.325892201435193485e+00,2.931511402130126953e+00,1.394380772482976649e+00,3.220630648032449250e-01,1.964022157053823658e+00,1.335263002538876753e+00,7.332795078906499953e+00,8.000000000000000444e-01
1.665952926192441730e+00,1.399782527227817042e+01,7.621325658437003270e+00,2.931511402130126953e+00,4.689814229484785990e+00,6.153023758321144454e-01,2.207396528285552861e+01,4.083644493692003330e+00,9.830068493800114382e+00,8.000000000000000444e-01
1.997283891584350268e+00,8.741730649689579025e+00,2.778557561020976063e+00,2.931511402130126953e+00,-1.529538679312412164e-01,7.370288556591937656e-02,4.379940300512474849e-02,8.852360385953419453e+00,5.526514497018216510e+00,8.000000000000000444e-01
